,Palavras,Rotulo,Sentenca
103889,com,O,8102
103890,vários,O,8102
103891,prêmios,O,8102
103892,nacionais,O,8102
103893,e,O,8102
103894,internacionais,O,8102
103895,em,O,8102
103896,seu,O,8102
103897,currículo,O,8102
103898,",",O,8102
103899,hoje,O,8102
103900,o,O,8102
103901,lar,O,8102
103902,da,O,8102
103903,CACHAÇA,O,8102
103904,CATARINA,B-NOME_BEBIDA,8102
103905,",",O,8102
103906,nome,O,8102
103907,em,O,8102
103908,homenagem,O,8102
103909,a,O,8102
103910,esta,O,8102
103911,senhora,O,8102
103912,que,O,8102
103913,foi,O,8102
103914,a,O,8102
103915,inspiração,O,8102
103916,Modo,O,8103
103917,de,O,8103
103918,Produção,O,8103
103919,:,O,8103
103920,CACHAÇA,O,8103
103921,DE,O,8103
103922,ALAMBIQUE,B-EQUIPAMENTO_DESTILACAO,8103
103923,LOCAL,O,8104
103924,DE,O,8104
103925,PRODUÇÃO,O,8104
103926,:,O,8104
103927,DRACENA,B-NOME_LOCAL,8104
103928,-,O,8104
103929,SP,B-NOME_LOCAL,8104
103930,Barril,B-RECIPIENTE_ARMAZENAMENTO,8105
103931,:,O,8105
103932,CABREÚVA,B-TIPO_MADEIRA,8105
103933,VERMELHA,I-TIPO_MADEIRA,8105
103934,Volume,O,8106
103935,:,O,8106
103936,750,B-VOLUME,8106
103937,ML,I-VOLUME,8106
103938,Graduação,O,8107
103939,Alcóolica,O,8107
103940,:,O,8107
103941,42%,B-GRADUACAO_ALCOOLICA,8107
103942,id,O,8108
103943,:,O,8108
103944,599,O,8108
103945,NOME,O,8109
103946,DA,O,8109
103947,CACHAÇA,O,8109
103948,:,O,8109
103949,Cachaça,O,8109
103950,Catarina,B-NOME_BEBIDA,8109
103951,Reserva,B-CLASSIFICACAO_BEBIDA,8109
103952,Carvalho,B-TIPO_MADEIRA,8109
103953,750,B-VOLUME,8109
103954,ml,I-VOLUME,8109
103955,PREÇO,O,8110
103956,:,O,8110
103957,R$,B-PRECO,8110
103958,89,I-PRECO,8110
103959,",",I-PRECO,8110
103960,90,I-PRECO,8110
103961,DESCRIÇÃO,O,8111
103962,DA,O,8111
103963,CACHAÇA,O,8111
103964,:,O,8111
103965,Cachaça,O,8111
103966,Catarina,B-NOME_BEBIDA,8111
103967,Reserva,B-CLASSIFICACAO_BEBIDA,8111
103968,Carvallho,B-TIPO_MADEIRA,8111
103969,",",O,8111
103970,permanece,O,8111
103971,por,O,8111
103972,2,B-TEMPO_ARMAZENAMENTO,8111
103973,anos,I-TEMPO_ARMAZENAMENTO,8111
103974,em,O,8111
103975,Barris,B-RECIPIENTE_ARMAZENAMENTO,8111
103976,de,O,8111
103977,Carvalho,B-TIPO_MADEIRA,8111
103978,Europeu,I-TIPO_MADEIRA,8111
103979,.,O,8111
103980,Cachaça,O,8112
103981,suave,O,8112
103982,com,O,8112
103983,aroma,O,8112
103984,e,O,8112
103985,sabores,O,8112
103986,de,O,8112
103987,nozes,B-CARACTERISTICA_SENSORIAL_SABOR,8112
103988,e,O,8112
103989,amêndoas,B-CARACTERISTICA_SENSORIAL_SABOR,8112
103990,.,O,8112
103991,INFORMAÇÕES,O,8113
103992,DO,O,8113
103993,PRODUTO,O,8113
103994,:,O,8113
103995,Tipo,O,8113
103996,:,O,8113
103997,Origem,O,8113
103998,:,O,8113
103999,Teor,O,8113
104000,Alcoolico,O,8113
104001,:,O,8113
104002,Armazedana,O,8113
104003,em,O,8113
104004,:,O,8113
104005,Volume,O,8113
104006,:,O,8113
104007,Modo,O,8113
104008,de,O,8113
104009,Produção,O,8113
104010,:,O,8113
104011,Tradição,O,8113
104012,:,O,8113
104013,OURO,B-CLASSIFICACAO_BEBIDA,8113
104014,DRACENA,B-NOME_LOCAL,8113
104015,-,O,8113
104016,SP,B-NOME_LOCAL,8113
104017,42%,B-GRADUACAO_ALCOOLICA,8113
104018,CARVALHO,B-TIPO_MADEIRA,8113
104019,750,B-VOLUME,8113
104020,ML,I-VOLUME,8113
104021,CACHAÇA,O,8113
104022,ARTESANAL,O,8113
104023,OU,O,8113
104024,DE,O,8113
104025,ALAMBIQUE,B-EQUIPAMENTO_DESTILACAO,8113
104026,DESDE,O,8113
104027,2008,B-TEMPO,8113
104028,Modo,O,8114
104029,de,O,8114
104030,Produção,O,8114
104031,:,O,8114
104032,CACHAÇA,O,8114
104033,ARTESANAL,O,8114
104034,OU,O,8114
104035,DE,O,8114
104036,ALAMBIQUE,B-EQUIPAMENTO_DESTILACAO,8114
104037,LOCAL,O,8115
104038,DE,O,8115
104039,PRODUÇÃO,O,8115
104040,:,O,8115
104041,DRACENA,B-NOME_LOCAL,8115
104042,-,O,8115
104043,SP,B-NOME_LOCAL,8115
104044,Barril,O,8116
104045,:,O,8116
104046,CARVALHO,B-TIPO_MADEIRA,8116
104047,Volume,O,8117
104048,:,O,8117
104049,750,B-VOLUME,8117
104050,ML,I-VOLUME,8117
104051,Graduação,O,8118
104052,Alcóolica,O,8118
104053,:,O,8118
104054,42%,B-GRADUACAO_ALCOOLICA,8118
104055,id,O,8119
104056,:,O,8119
104057,600,O,8119
104058,NOME,O,8120
104059,DA,O,8120
104060,CACHAÇA,O,8120
104061,:,O,8120
104062,Cachaça,O,8120
104063,Catarina,B-NOME_BEBIDA,8120
104064,Reserva,B-CLASSIFICACAO_BEBIDA,8120
104065,Jequitibá,B-TIPO_MADEIRA,8120
104066,750,B-VOLUME,8120
104067,ml,I-VOLUME,8120
104068,PREÇO,O,8121
104069,:,O,8121
104070,R$,B-PRECO,8121
104071,89,I-PRECO,8121
104072,",",I-PRECO,8121
104073,90,I-PRECO,8121
104074,DESCRIÇÃO,O,8122
104075,DA,O,8122
104076,CACHAÇA,O,8122
104077,:,O,8122
104078,Cachaça,O,8122
104079,Catarina,B-NOME_BEBIDA,8122
104080,Reserva,B-CLASSIFICACAO_BEBIDA,8122
104081,jequitibá,B-TIPO_MADEIRA,8122
104082,750,B-VOLUME,8122
104083,ml,I-VOLUME,8122
104084,",",O,8122
104085,produzida,O,8122
104086,em,O,8122
104087,Dracena,B-NOME_LOCAL,8122
104088,-,O,8122
104089,SP,B-NOME_LOCAL,8122
104090,.,O,8122
104091,Armazenada,O,8123
104092,por,O,8123
104093,pelo,O,8123
104094,menos,O,8123
104095,um,B-TEMPO_ARMAZENAMENTO,8123
104096,ano,I-TEMPO_ARMAZENAMENTO,8123
104097,em,O,8123
104098,dornas,B-RECIPIENTE_ARMAZENAMENTO,8123
104099,de,O,8123
104100,jequitibá,B-TIPO_MADEIRA,8123
104101,",",O,8123
104102,árvore,O,8123
104103,símbolo,O,8123
104104,do,O,8123
104105,estado,O,8123
104106,de,O,8123
104107,São,B-NOME_LOCAL,8123
104108,Paulo,I-NOME_LOCAL,8123
104109,",",O,8123
104110,tão,O,8123
104111,nobre,O,8123
104112,quanto,O,8123
104113,o,O,8123
104114,amendoim,O,8123
104115,",",O,8123
104116,é,O,8123
104117,uma,O,8123
104118,madeira,O,8123
104119,nacional,O,8123
104120,que,O,8123
104121,agrega,O,8123
104122,uma,O,8123
104123,linda,O,8123
104124,cor,O,8123
104125,palha,B-CARACTERISTICA_SENSORIAL_COR,8123
104126,escuro,I-CARACTERISTICA_SENSORIAL_COR,8123
104127,",",O,8123
104128,baixa,B-CARACTERISTICA_SENSORIAL_SABOR,8123
104129,acidez,I-CARACTERISTICA_SENSORIAL_SABOR,8123
104130,e,O,8123
104131,aroma,O,8123
104132,peculiar,O,8123
104133,daquela,O,8123
104134,madeira,B-CARACTERISTICA_SENSORIAL_AROMA,8123
104135,.,O,8123
104136,Madeira,O,8124
104137,de,O,8124
104138,média,O,8124
104139,complexidade,O,8124
104140,sensorial,O,8124
104141,INFORMAÇÕES,O,8125
104142,DO,O,8125
104143,PRODUTO,O,8125
104144,:,O,8125
104145,Em,O,8125
104146,1889,B-TEMPO,8125
104147,aportava,O,8125
104148,em,O,8125
104149,Santos,B-NOME_LOCAL,8125
104150,o,O,8125
104151,navio,O,8125
104152,a,O,8125
104153,vapor,O,8125
104154,Vincenzo,B-NOME_ORGANIZACAO,8125
104155,Florio,I-NOME_ORGANIZACAO,8125
104156,",",O,8125
104157,proveniente,O,8125
104158,da,O,8125
104159,cidade,O,8125
104160,de,O,8125
104161,Genova,B-NOME_LOCAL,8125
104162,",",O,8125
104163,Itália,B-NOME_LOCAL,8125
104164,",",O,8125
104165,Naquele,O,8125
104166,dia,O,8125
104167,desembarcaram,O,8125
104168,várias,O,8125
104169,famílias,O,8125
104170,entre,O,8125
104171,elas,O,8125
104172,a,O,8125
104173,de,O,8125
104174,ERNESTO,B-NOME_PESSOA,8125
104175,FIORAVANTI,I-NOME_PESSOA,8125
104176,e,O,8125
104177,CATERINA,B-NOME_PESSOA,8125
104178,FIORAVANTI,I-NOME_PESSOA,8125
104179,",",O,8125
104180,traziam,O,8125
104181,consigo,O,8125
104182,seus,O,8125
104183,filhos,O,8125
104184,e,O,8125
104185,muita,O,8125
104186,vontade,O,8125
104187,de,O,8125
104188,trabalhar,O,8125
104189,nesta,O,8125
104190,nova,O,8125
104191,terra,O,8125
104192,.,O,8125
104193,Produtores,O,8125
104194,de,O,8125
104195,vinho,O,8125
104196,Bardolino,O,8125
104197,na,O,8125
104198,região,O,8125
104199,do,O,8125
104200,Veneto,B-NOME_LOCAL,8125
104201,e,O,8125
104202,da,O,8125
104203,conhecida,O,8125
104204,aguardente,O,8125
104205,italiana,O,8125
104206,grappa,O,8125
104207,",",O,8125
104208,e,O,8125
104209,como,O,8125
104210,agricultores,O,8125
104211,que,O,8125
104212,eram,O,8125
104213,",",O,8125
104214,resolverem,O,8125
104215,procurar,O,8125
104216,novas,O,8125
104217,terras,O,8125
104218,agricultáveis,O,8125
104219,na,O,8125
104220,então,O,8125
104221,província,O,8125
104222,de,O,8125
104223,São,B-NOME_LOCAL,8125
104224,Paulo,I-NOME_LOCAL,8125
104225,.,O,8125
104226,Por,O,8125
104227,muito,O,8125
104228,tempo,O,8125
104229,Dona,B-NOME_PESSOA,8125
104230,Caterina,I-NOME_PESSOA,8125
104231,",",O,8125
104232,seu,O,8125
104233,marido,O,8125
104234,e,O,8125
104235,filhos,O,8125
104236,",",O,8125
104237,agora,O,8125
104238,mais,O,8125
104239,alguns,O,8125
104240,que,O,8125
104241,nasceram,O,8125
104242,no,O,8125
104243,Brasil,B-NOME_LOCAL,8125
104244,",",O,8125
104245,trabalharam,O,8125
104246,de,O,8125
104247,sol,O,8125
104248,a,O,8125
104249,sol,O,8125
104250,nas,O,8125
104251,lavouras,O,8125
104252,de,O,8125
104253,café,O,8125
104254,até,O,8125
104255,conseguirem,O,8125
104256,juntar,O,8125
104257,dinheiro,O,8125
104258,para,O,8125
104259,realizarem,O,8125
104260,o,O,8125
104261,sonho,O,8125
104262,de,O,8125
104263,comprarem,O,8125
104264,uma,O,8125
104265,propriedade,O,8125
104266,",",O,8125
104267,estabelecendo,O,8125
104268,-,O,8125
104269,se,O,8125
104270,no,O,8125
104271,início,O,8125
104272,do,O,8125
104273,século,B-TEMPO,8125
104274,XX,I-TEMPO,8125
104275,na,O,8125
104276,região,O,8125
104277,conhecida,O,8125
104278,como,O,8125
104279,Araraquarense,B-NOME_LOCAL,8125
104280,.,O,8125
104281,Passado,O,8125
104282,alguns,O,8125
104283,anos,O,8125
104284,",",O,8125
104285,a,O,8125
104286,agora,O,8125
104287,próspera,O,8125
104288,família,O,8125
104289,Fioravanti,O,8125
104290,começou,O,8125
104291,a,O,8125
104292,desbravar,O,8125
104293,novas,O,8125
104294,terras,O,8125
104295,e,O,8125
104296,acabou,O,8125
104297,por,O,8125
104298,chegar,O,8125
104299,a,O,8125
104300,uma,O,8125
104301,região,O,8125
104302,denominada,O,8125
104303,Alta,B-NOME_LOCAL,8125
104304,Paulista,I-NOME_LOCAL,8125
104305,",",O,8125
104306,hoje,O,8125
104307,Nova,B-NOME_LOCAL,8125
104308,Alta,I-NOME_LOCAL,8125
104309,Paulista,I-NOME_LOCAL,8125
104310,.,O,8125
104311,Isso,O,8125
104312,era,O,8125
104313,início,O,8125
104314,dos,O,8125
104315,anos,B-TEMPO,8125
104316,40,I-TEMPO,8125
104317,",",O,8125
104318,com,O,8125
104319,o,O,8125
104320,auge,O,8125
104321,da,O,8125
104322,II,B-TEMPO,8125
104323,guerra,I-TEMPO,8125
104324,Mundial,I-TEMPO,8125
104325,",",O,8125
104326,as,O,8125
104327,condições,O,8125
104328,ficavam,O,8125
104329,cada,O,8125
104330,vez,O,8125
104331,mais,O,8125
104332,difíceis,O,8125
104333,a,O,8125
104334,cada,O,8125
104335,dia,O,8125
104336,",",O,8125
104337,mas,O,8125
104338,isso,O,8125
104339,não,O,8125
104340,foi,O,8125
104341,motivo,O,8125
104342,para,O,8125
104343,tirar,O,8125
104344,o,O,8125
104345,entusiasmo,O,8125
104346,agora,O,8125
104347,dos,O,8125
104348,filhos,O,8125
104349,de,O,8125
104350,Dona,B-NOME_PESSOA,8125
104351,Caterina,I-NOME_PESSOA,8125
104352,",",O,8125
104353,tendo,O,8125
104354,em,O,8125
104355,vista,O,8125
104356,que,O,8125
104357,ela,O,8125
104358,há,O,8125
104359,pouco,O,8125
104360,tempo,O,8125
104361,falecera,O,8125
104362,.,O,8125
104363,E,O,8125
104364,com,O,8125
104365,este,O,8125
104366,mesmo,O,8125
104367,entusiasmo,O,8125
104368,fundaram,O,8125
104369,naquele,O,8125
104370,lugar,O,8125
104371,",",O,8125
104372,uma,O,8125
104373,cidade,O,8125
104374,de,O,8125
104375,nome,O,8125
104376,Dracena,B-NOME_LOCAL,8125
104377,A,O,8125
104378,família,O,8125
104379,Fioravanti,O,8125
104380,",",O,8125
104381,naqueles,O,8125
104382,primórdios,O,8125
104383,",",O,8125
104384,possuíam,O,8125
104385,uma,O,8125
104386,propriedade,O,8125
104387,em,O,8125
104388,sociedade,O,8125
104389,chamada,O,8125
104390,Fazenda,B-NOME_ORGANIZACAO,8125
104391,Tocantins,I-NOME_ORGANIZACAO,8125
104392,",",O,8125
104393,passado,O,8125
104394,alguns,O,8125
104395,anos,O,8125
104396,",",O,8125
104397,por,O,8125
104398,conta,O,8125
104399,da,O,8125
104400,dissolução,O,8125
104401,da,O,8125
104402,sociedade,O,8125
104403,entre,O,8125
104404,os,O,8125
104405,irmãos,O,8125
104406,ela,O,8125
104407,foi,O,8125
104408,desmembrada,O,8125
104409,em,O,8125
104410,várias,O,8125
104411,outras,O,8125
104412,",",O,8125
104413,ficando,O,8125
104414,uma,O,8125
104415,delas,O,8125
104416,para,O,8125
104417,Oswaldo,B-NOME_PESSOA,8125
104418,Fioravanti,I-NOME_PESSOA,8125
104419,",",O,8125
104420,um,O,8125
104421,dos,O,8125
104422,filhos,O,8125
104423,de,O,8125
104424,Dona,O,8125
104425,Caterina,O,8125
104426,.,O,8125
104427,Querendo,O,8125
104428,então,O,8125
104429,homenagear,O,8125
104430,a,O,8125
104431,sua,O,8125
104432,genitora,O,8125
104433,e,O,8125
104434,matriarca,O,8125
104435,da,O,8125
104436,família,O,8125
104437,Fioravanti,O,8125
104438,",",O,8125
104439,Oswaldo,B-NOME_PESSOA,8125
104440,deu,O,8125
104441,o,O,8125
104442,nome,O,8125
104443,a,O,8125
104444,esta,O,8125
104445,nova,O,8125
104446,propriedade,O,8125
104447,de,O,8125
104448,Fazenda,B-NOME_ORGANIZACAO,8125
104449,Santa,I-NOME_ORGANIZACAO,8125
104450,Catarina,I-NOME_ORGANIZACAO,8125
104451,",",O,8125
104452,que,O,8125
104453,mantém,O,8125
104454,este,O,8125
104455,nome,O,8125
104456,até,O,8125
104457,os,O,8125
104458,dias,O,8125
104459,atuais,O,8125
104460,.,O,8125
104461,Hoje,O,8125
104462,a,O,8125
104463,fazenda,B-NOME_ORGANIZACAO,8125
104464,Santa,I-NOME_ORGANIZACAO,8125
104465,Catarina,I-NOME_ORGANIZACAO,8125
104466,juntamente,O,8125
104467,com,O,8125
104468,seus,O,8125
104469,proprietários,O,8125
104470,",",O,8125
104471,netos,O,8125
104472,e,O,8125
104473,bisnetos,O,8125
104474,de,O,8125
104475,Dona,B-NOME_PESSOA,8125
104476,Caterina,I-NOME_PESSOA,8125
104477,",",O,8125
104478,mantém,O,8125
104479,o,O,8125
104480,entusiasmo,O,8125
104481,dos,O,8125
104482,velhos,O,8125
104483,tempos,O,8125
104484,",",O,8125
104485,área,O,8125
104486,de,O,8125
104487,plantio,O,8125
104488,de,O,8125
104489,café,O,8125
104490,outrora,O,8125
104491,teve,O,8125
104492,na,O,8125
104493,década,B-TEMPO,8125
104494,de,I-TEMPO,8125
104495,70,I-TEMPO,8125
104496,seu,O,8125
104497,rumo,O,8125
104498,mudado,O,8125
104499,para,O,8125
104500,a,O,8125
104501,pecuária,O,8125
104502,de,O,8125
104503,corte,O,8125
104504,e,O,8125
104505,gado,O,8125
104506,de,O,8125
104507,elite,O,8125
104508,",",O,8125
104509,mantendo,O,8125
104510,por,O,8125
104511,muito,O,8125
104512,tempo,O,8125
104513,esta,O,8125
104514,condição,O,8125
104515,até,O,8125
104516,início,O,8125
104517,do,O,8125
104518,século,B-NOME_PESSOA,8125
104519,XXI,I-NOME_PESSOA,8125
104520,",",O,8125
104521,onde,O,8125
104522,uma,O,8125
104523,nova,O,8125
104524,cultura,O,8125
104525,entrou,O,8125
104526,para,O,8125
104527,se,O,8125
104528,fixar,O,8125
104529,nas,O,8125
104530,terras,O,8125
104531,de,O,8125
104532,região,O,8125
104533,e,O,8125
104534,hoje,O,8125
104535,praticamente,O,8125
104536,se,O,8125
104537,estabelecer,O,8125
104538,definitivamente,O,8125
104539,",",O,8125
104540,a,O,8125
104541,Cana,O,8125
104542,de,O,8125
104543,açúcar,O,8125
104544,.,O,8125
104545,Planta,O,8125
104546,versátil,O,8125
104547,",",O,8125
104548,de,O,8125
104549,açúcar,O,8125
104550,aos,O,8125
104551,plásticos,O,8125
104552,biodegradáveis,O,8125
104553,",",O,8125
104554,passando,O,8125
104555,pela,O,8125
104556,produção,O,8125
104557,de,O,8125
104558,bioenergia,O,8125
104559,até,O,8125
104560,a,O,8125
104561,nossa,O,8125
104562,deliciosa,O,8125
104563,cachaça,O,8125
104564,",",O,8125
104565,tudo,O,8125
104566,se,O,8125
104567,aproveita,O,8125
104568,nesta,O,8125
104569,planta,O,8125
104570,",",O,8125
104571,que,O,8125
104572,nos,O,8125
104573,foi,O,8125
104574,introduzida,O,8125
104575,nos,O,8125
104576,primórdios,O,8125
104577,da,O,8125
104578,colonização,O,8125
104579,por,O,8125
104580,Martim,B-NOME_PESSOA,8125
104581,Afonso,I-NOME_PESSOA,8125
104582,de,I-NOME_PESSOA,8125
104583,Souza,I-NOME_PESSOA,8125
104584,.,O,8125
104585,E,O,8125
104586,trilhando,O,8125
104587,este,O,8125
104588,caminho,O,8125
104589,",",O,8125
104590,em,O,8125
104591,2008,B-TEMPO,8125
104592,",",O,8125
104593,os,O,8125
104594,proprietários,O,8125
104595,da,O,8125
104596,fazenda,B-NOME_ORGANIZACAO,8125
104597,Santa,I-NOME_ORGANIZACAO,8125
104598,Catarina,I-NOME_ORGANIZACAO,8125
104599,querendo,O,8125
104600,agregar,O,8125
104601,mais,O,8125
104602,um,O,8125
104603,negócio,O,8125
104604,em,O,8125
104605,sua,O,8125
104606,propriedade,O,8125
104607,resolveram,O,8125
104608,montar,O,8125
104609,a,O,8125
104610,Destilaria,B-NOME_ORGANIZACAO,8125
104611,Vitória,I-NOME_ORGANIZACAO,8125
104612,",",O,8125
104613,uma,O,8125
104614,empresa,O,8125
104615,destinada,O,8125
104616,a,O,8125
104617,fabricar,O,8125
104618,cachaça,O,8125
104619,da,O,8125
104620,mais,O,8125
104621,alta,O,8125
104622,qualidade,O,8125
104623,",",O,8125
104624,realmente,O,8125
104625,um,O,8125
104626,produto,O,8125
104627,de,O,8125
104628,excelência,O,8125
104629,sensorial,O,8125
104630,e,O,8125
104631,química,O,8125
104632,",",O,8125
104633,com,O,8125
104634,vários,O,8125
104635,prêmios,O,8125
104636,nacionais,O,8125
104637,e,O,8125
104638,internacionais,O,8125
104639,em,O,8125
104640,seu,O,8125
104641,currículo,O,8125
104642,",",O,8125
104643,hoje,O,8125
104644,o,O,8125
104645,lar,O,8125
104646,da,O,8125
104647,CACHAÇA,O,8125
104648,CATARINA,B-NOME_BEBIDA,8125
104649,",",O,8125
104650,nome,O,8125
104651,em,O,8125
104652,homenagem,O,8125
104653,a,O,8125
104654,esta,O,8125
104655,senhora,O,8125
104656,que,O,8125
104657,foi,O,8125
104658,a,O,8125
104659,inspiração,O,8125
104660,.,O,8125
104661,Modo,O,8126
104662,de,O,8126
104663,Produção,O,8126
104664,:,O,8126
104665,CACHAÇA,O,8126
104666,DE,O,8126
104667,ALAMBIQUE,B-EQUIPAMENTO_DESTILACAO,8126
104668,LOCAL,O,8127
104669,DE,O,8127
104670,PRODUÇÃO,O,8127
104671,:,O,8127
104672,DRACENA,B-NOME_LOCAL,8127
104673,-,O,8127
104674,SP,B-NOME_LOCAL,8127
104675,Barril,B-RECIPIENTE_ARMAZENAMENTO,8128
104676,:,O,8128
104677,JEQUITIBÁ,B-TIPO_MADEIRA,8128
104678,Volume,O,8129
104679,:,O,8129
104680,750,B-VOLUME,8129
104681,ML,I-VOLUME,8129
104682,Graduação,O,8130
104683,Alcóolica,O,8130
104684,:,O,8130
104685,42%,B-GRADUACAO_ALCOOLICA,8130
104686,id,O,8131
104687,:,O,8131
104688,601,O,8131
104689,NOME,O,8132
104690,DA,O,8132
104691,CACHAÇA,O,8132
104692,:,O,8132
104693,Cachaça,O,8132
104694,Catarina,B-NOME_BEBIDA,8132
104695,Única,O,8132
104696,750,B-VOLUME,8132
104697,ml,I-VOLUME,8132
104698,PREÇO,O,8133
104699,:,O,8133
104700,R$,B-PRECO,8133
104701,249,I-PRECO,8133
104702,",",I-PRECO,8133
104703,00,I-PRECO,8133
104704,DESCRIÇÃO,O,8134
104705,DA,O,8134
104706,CACHAÇA,O,8134
104707,:,O,8134
104708,Cachaça,O,8134
104709,Catarina,B-NOME_BEBIDA,8134
104710,Única,O,8134
104711,750,B-VOLUME,8134
104712,ml,I-VOLUME,8134
104713,.,O,8134
104714,Produzida,O,8135
104715,em,O,8135
104716,Dracena,B-NOME_LOCAL,8135
104717,-,O,8135
104718,SP,B-NOME_LOCAL,8135
104719,.,O,8135
104720,Cachaça,O,8136
104721,Artesanal,O,8136
104722,armazenada,O,8136
104723,por,O,8136
104724,dois,B-TEMPO_ARMAZENAMENTO,8136
104725,anos,I-TEMPO_ARMAZENAMENTO,8136
104726,em,O,8136
104727,barris,B-RECIPIENTE_ARMAZENAMENTO,8136
104728,de,O,8136
104729,carvalho,B-TIPO_MADEIRA,8136
104730,americano,I-TIPO_MADEIRA,8136
104731,de,O,8136
104732,primeiro,O,8136
104733,uso,O,8136
104734,e,O,8136
104735,importados,O,8136
104736,dos,O,8136
104737,Estados,B-NOME_LOCAL,8136
104738,Unidos,I-NOME_LOCAL,8136
104739,da,I-NOME_LOCAL,8136
104740,América,I-NOME_LOCAL,8136
104741,.,O,8136
104742,Produto,O,8137
104743,desenvolvido,O,8137
104744,como,O,8137
104745,um,O,8137
104746,single,O,8137
104747,barrel,O,8137
104748,",",O,8137
104749,ou,O,8137
104750,seja,O,8137
104751,",",O,8137
104752,cada,O,8137
104753,garrafa,O,8137
104754,é,O,8137
104755,envasada,O,8137
104756,de,O,8137
104757,um,O,8137
104758,único,O,8137
104759,barril,B-RECIPIENTE_ARMAZENAMENTO,8137
104760,",",O,8137
104761,não,O,8137
104762,havendo,O,8137
104763,misturas,O,8137
104764,de,O,8137
104765,barris,O,8137
104766,",",O,8137
104767,o,O,8137
104768,que,O,8137
104769,proporciona,O,8137
104770,uma,O,8137
104771,experiência,O,8137
104772,sensorial,O,8137
104773,incrível,O,8137
104774,e,O,8137
104775,exclusiva,O,8137
104776,.,O,8137
104777,Madeira,O,8138
104778,de,O,8138
104779,grande,O,8138
104780,complexidade,O,8138
104781,sensorial,O,8138
104782,",",O,8138
104783,Sua,O,8138
104784,cor,O,8138
104785,é,O,8138
104786,um,O,8138
104787,marrom,B-CARACTERISTICA_SENSORIAL_COR,8138
104788,avermelhado,I-CARACTERISTICA_SENSORIAL_COR,8138
104789,INFORMAÇÕES,O,8139
104790,DO,O,8139
104791,PRODUTO,O,8139
104792,:,O,8139
104793,Em,O,8139
104794,1889,B-TEMPO,8139
104795,aportava,O,8139
104796,em,O,8139
104797,Santos,B-NOME_LOCAL,8139
104798,o,O,8139
104799,navio,O,8139
104800,a,O,8139
104801,vapor,O,8139
104802,Vincenzo,B-NOME_ORGANIZACAO,8139
104803,Florio,I-NOME_ORGANIZACAO,8139
104804,",",O,8139
104805,proveniente,O,8139
104806,da,O,8139
104807,cidade,O,8139
104808,de,O,8139
104809,Genova,B-NOME_LOCAL,8139
104810,",",O,8139
104811,Itália,B-NOME_LOCAL,8139
104812,",",O,8139
104813,Naquele,O,8139
104814,dia,O,8139
104815,desembarcaram,O,8139
104816,várias,O,8139
104817,famílias,O,8139
104818,entre,O,8139
104819,elas,O,8139
104820,a,O,8139
104821,de,O,8139
104822,ERNESTO,B-NOME_PESSOA,8139
104823,FIORAVANTI,I-NOME_PESSOA,8139
104824,e,O,8139
104825,CATERINA,B-NOME_PESSOA,8139
104826,FIORAVANTI,I-NOME_PESSOA,8139
104827,",",O,8139
104828,traziam,O,8139
104829,consigo,O,8139
104830,seus,O,8139
104831,filhos,O,8139
104832,e,O,8139
104833,muita,O,8139
104834,vontade,O,8139
104835,de,O,8139
104836,trabalhar,O,8139
104837,nesta,O,8139
104838,nova,O,8139
104839,terra,O,8139
104840,.,O,8139
104841,Produtores,O,8139
104842,de,O,8139
104843,vinho,O,8139
104844,Bardolino,O,8139
104845,na,O,8139
104846,região,O,8139
104847,do,O,8139
104848,Veneto,B-NOME_LOCAL,8139
104849,e,O,8139
104850,da,O,8139
104851,conhecida,O,8139
104852,aguardente,O,8139
104853,italiana,O,8139
104854,grappa,O,8139
104855,",",O,8139
104856,e,O,8139
104857,como,O,8139
104858,agricultores,O,8139
104859,que,O,8139
104860,eram,O,8139
104861,",",O,8139
104862,resolverem,O,8139
104863,procurar,O,8139
104864,novas,O,8139
104865,terras,O,8139
104866,agricultáveis,O,8139
104867,na,O,8139
104868,então,O,8139
104869,província,O,8139
104870,de,O,8139
104871,São,B-NOME_LOCAL,8139
104872,Paulo,I-NOME_LOCAL,8139
104873,.,O,8139
104874,Por,O,8139
104875,muito,O,8139
104876,tempo,O,8139
104877,Dona,B-NOME_PESSOA,8139
104878,Caterina,I-NOME_PESSOA,8139
104879,",",O,8139
104880,seu,O,8139
104881,marido,O,8139
104882,e,O,8139
104883,filhos,O,8139
104884,",",O,8139
104885,agora,O,8139
104886,mais,O,8139
104887,alguns,O,8139
104888,que,O,8139
104889,nasceram,O,8139
104890,no,O,8139
104891,Brasil,B-NOME_LOCAL,8139
104892,",",O,8139
104893,trabalharam,O,8139
104894,de,O,8139
104895,sol,O,8139
104896,a,O,8139
104897,sol,O,8139
104898,nas,O,8139
104899,lavouras,O,8139
104900,de,O,8139
104901,café,O,8139
104902,até,O,8139
104903,conseguirem,O,8139
104904,juntar,O,8139
104905,dinheiro,O,8139
104906,para,O,8139
104907,realizarem,O,8139
104908,o,O,8139
104909,sonho,O,8139
104910,de,O,8139
104911,comprarem,O,8139
104912,uma,O,8139
104913,propriedade,O,8139
104914,",",O,8139
104915,estabelecendo,O,8139
104916,-,O,8139
104917,se,O,8139
104918,no,O,8139
104919,início,O,8139
104920,do,O,8139
104921,século,B-TEMPO,8139
104922,XX,I-TEMPO,8139
104923,na,O,8139
104924,região,O,8139
