,NOME_DA_CACHAÇA,PREÇO,DESCRIÇÃO_DA_CACHAÇA,VOLUME,GRADUAÇÃO_ALCOÓLICA,RECIPIENTE_DE_ARMAZENAMENTO,TIPO,PRODUTOR,LOCAL_DE_PRODUÇÃO,TEMPO_DE_ARMAZENAMENTO,ANÁLISE_SENSORIAL,HISTÓRIA_DO_ALAMBIQUE,TIPO_DO_PRODUTO,HARMONIZAÇÃO,PREMIOS,ANÁLISE_DO_CACHACIER,INFORMAÇÕES_DO_PRODUTO,MODO_DE_PRODUÇÃO,PALAVRAS_COMUMENTE_USADAS,INGREDIENTES,INFORMAÇÕES_TÉCNICAS,TEXTO_DESCRITIVO,CONSUMO
1496,NOME DA CACHAÇA: Cachaça 1000 Montes Strong 700ml,"PREÇO: R$ 119,00",['DESCRIÇÃO DA CACHAÇA: nan'],VOLUME: 700ml,GRADUAÇÃO ALCOÓLICA: 45%,RECIPIENTE DE ARMAZENAMENTO: Carvalho Americano de Primeiro Uso - Tostas 2 3 e 4.,,,LOCAL DE PRODUÇÃO: Faria Lemos - MG,TEMPO DE ARMAZENAMENTO: 3 anos,,['HISTÓRIA DO ALAMBIQUE: nan'],,,PREMIOS: nan,['ANÁLISE DO CACHACIER: nan'],,,,,,,
1497,NOME DA CACHAÇA: Cachaça Seleta Prata 700ml,"PREÇO: R$ 45,50","['DESCRIÇÃO DA CACHAÇA: A Cachaça Seleta Prata 700ml é armazenada por um ano em tonéis de inox.', 'Leve, possui graduação alcoólica de 40%.', 'Com notas vegetais que remetem à cana-de-açúcar recém-cortada, a bebida tem aroma adocicado, sabor suave e toque aveludado.', 'Ideal para ser consumida em doses e para compor drinks, especialmente a caipirinha.', 'A Seleta Prata foi criada para harmonizar com outros ingredientes, como limão, açúcar e gelo.', 'É ideal para criação de outros drinks e combinações com frutas.', 'Suas notas vegetais e seu toque aveludado permitem perfeitamente que ela também seja servida pura.']",VOLUME: 700ml,GRADUAÇÃO ALCOÓLICA: 40%,RECIPIENTE DE ARMAZENAMENTO: Inox,,,LOCAL DE PRODUÇÃO: Salinas - MG,TEMPO DE ARMAZENAMENTO: 1 ano,,"['HISTÓRIA DO ALAMBIQUE: A Seleta, maior produtora de Cachaça Artesanal do país, acompanha e participa ativamente do crescimento e evolução desse mercado, afinal, são mais de 40 anos produzindo rótulos de qualidade, sabor e inspiração singulares.', 'A empresa possui além da fábrica, uma tanoaria, uma engarrafadora e galpões próprios.', 'O lugar escolhido não poderia ser melhor: Salinas, localizada no sertão de Minas Gerais, conhecida como a Capital Mundial da Cachaça e que recebeu o Selo de Indicação Geográfica pelo INPI em 2012.', 'As características do clima solo e localização geográfica favorecem o desenvolvimento de uma variedade de leveduras selvagens especiais, responsáveis pela qualidade e sabor das bebidas produzidas pela Seleta.', 'Em cada garrafa há um pedacinho do Brasil.', 'É, sem dúvida, a bebida mais representativa da alma nacional.', 'Antônio Rodrigues, fundador e presidente da Seleta, é uma figura folclórica para muitos, mas para outros, é inspiração de empreendedorismo inteligente.', 'A história de Toni Rodrigues e sua paixão pela cachaça começaram há mais de 40 anos.', 'Por meio de muita luta e desafios, o empresário visionário mudou o cenário da então pinga, que dominava o mercado, para apresentar ao país cachaças de grife e qualidade ímpar.', 'Para ele, o segredo do sucesso consiste em três palavras: conhecimento, habilidade e atitude.', 'Com mais de 120 funcionários, Rodrigues diz que os colaboradores são como uma grande família.', '“Temos os mesmos ideais, as mesmas intenções e o mesmo direcionamento, por isso existe sintonia entre todos”, afirma.', 'Esses mesmos colaboradores unidos aos milhares de fãs e consumidores das bebidas Seleta em todo o mundo formam uma legião chamada de seleteiros.', 'São pessoas que consomem e acreditam na marca como algo único e muito especial.', 'Toni, conhecido como o Rei da Cachaça, tem contribuído de forma única para que a bebida, que antes era conhecida somente em botecos, seja cada vez mais consumida pela elite econômica e cultural do Brasil.']",,,PREMIOS: nan,"['ANÁLISE DO CACHACIER: Transparente, possui aroma adocicado, com notas vegetais que remetem à cana-de-açúcar recém-cortada.', 'No paladar, traz um sabor suave.', 'Além disso, causa uma sensação aveludada na boca.']",,,,,,,
1498,NOME DA CACHAÇA: Cachaça Claudionor 350ml,"PREÇO: R$ 27,00","['DESCRIÇÃO DA CACHAÇA: A Cachaça Claudionor 350ml é uma bebida forte, com aroma de cana-de-açúcar madura, que descansa por dois anos em tonéis de amburana de quase 100 anos.', 'De cor límpida, com um leve tom amarelado, possui graduação alcoólica de 48%.']",VOLUME: 350ml,GRADUAÇÃO ALCOÓLICA: 48%,RECIPIENTE DE ARMAZENAMENTO: Amburana,,,LOCAL DE PRODUÇÃO: Januária - MG,TEMPO DE ARMAZENAMENTO: 1 ano,,"['HISTÓRIA DO ALAMBIQUE: A Cachaça Claudionor é produzida artesanalmente em Januária, norte de Minas Gerais, seguindo a tradição que nasceu em 1925 com o fundador Claudionor Carneiro.', 'A bebida era comercializada em garrafões e dornas para comerciantes e barqueiros que navegavam pelo Rio São Francisco e passavam pela cidade à procura da cachaça Januária de Claudionor.', 'Na terceira geração da família, a dedicação e o cuidado com a história seguem honrando os princípios do criador do destilado.']",,,"PREMIOS: 2018 - 21ª Colocada no III Ranking da Cúpula da Cachaça
2016 - 37ª Colocada no II Ranking da Cúpula da Cachaça
",['ANÁLISE DO CACHACIER: nan'],,,,,,,
1499,NOME DA CACHAÇA: Cachaça Engenho São Luiz Premium Bálsamo 750ml,"PREÇO: R$ 109,35","['DESCRIÇÃO DA CACHAÇA: A Cachaça Engenho São Luiz Premium Bálsamo 750ml é uma bebida premium, envelhecida por um ano e meio em barris de bálsamo, madeira típica brasileira.', 'Leve, tem graduação alcoólica de 40%.', 'Possui aroma marcante e sabor amadeirado, lembrando frutas secas.', 'São produzidas apenas duas mil unidades desse destilado por ano.', 'Envasada nas tradicionais garrafas kaleido.']",VOLUME: 750ml,GRADUAÇÃO ALCOÓLICA: 40%,RECIPIENTE DE ARMAZENAMENTO: Balsamo,,,LOCAL DE PRODUÇÃO: Lençóis Paulista - SP,TEMPO DE ARMAZENAMENTO: 1 ano e 6 meses,,"['HISTÓRIA DO ALAMBIQUE: A história da Cachaça Engenho São Luiz começou em 1906, quando José Zillo e os irmãos fundaram a destilaria no bairro Rocinha, em Lençóis Paulista, interior de São Paulo.', 'A produção da cachaça foi mantida por Gino Zillo, irmão de José, até 1971.', 'Décadas depois, em 2007, Luiz Santana Zillo, neto de José, e os filhos resgataram as origens da família criando o Engenho São Luiz.', 'Assim, desde a sua concepção, o Engenho São Luiz foi cuidadosamente projetado para produzir cachaça de alambique através de processos rigorosamente controlados e com volume de produção restrito, para garantir a qualidade única.', 'Dois anos depois, teve início a primeira safra para produção de cachaça da nova fase da destilaria.', 'Em 2014, o auge: pela primeira vez o Engenho São Luiz exportou uma bebida para o mercado internacional.', 'A Cachaça Augusta foi enviada a Nova Iorque, nos Estados Unidos.']",,,PREMIOS: nan,['ANÁLISE DO CACHACIER: nan'],,,,,,,
1500,NOME DA CACHAÇA: Cachaça Engenho São Luiz Premium Amburana 750ml,"PREÇO: R$ 109,35","['DESCRIÇÃO DA CACHAÇA: A Cachaça Engenho São Luiz Premium Amburana 750ml é uma bebida premium, envelhecida por um ano e meio em barris de amburana, madeira típica brasileira.', 'Leve, tem graduação alcoólica de 40%.', 'Mais suave e macia, com aroma levemente adocicado, frutado e com toques de especiarias.', 'São produzidas apenas duas mil unidades desse destilado por ano.', 'Envasada nas tradicionais garrafas kaleido.']",VOLUME: 750ml,GRADUAÇÃO ALCOÓLICA: 40%,RECIPIENTE DE ARMAZENAMENTO: Amburana,,,LOCAL DE PRODUÇÃO: Lençóis Paulista - SP,TEMPO DE ARMAZENAMENTO: 1 ano e 6 meses,,"['HISTÓRIA DO ALAMBIQUE: A história da Cachaça Engenho São Luiz começou em 1906, quando José Zillo e os irmãos fundaram a destilaria no bairro Rocinha, em Lençóis Paulista, interior de São Paulo.', 'A produção da cachaça foi mantida por Gino Zillo, irmão de José, até 1971.', 'Décadas depois, em 2007, Luiz Santana Zillo, neto de José, e os filhos resgataram as origens da família criando o Engenho São Luiz.', 'Assim, desde a sua concepção, o Engenho São Luiz foi cuidadosamente projetado para produzir cachaça de alambique através de processos rigorosamente controlados e com volume de produção restrito, para garantir a qualidade única.', 'Dois anos depois, teve início a primeira safra para produção de cachaça da nova fase da destilaria.', 'Em 2014, o auge: pela primeira vez o Engenho São Luiz exportou uma bebida para o mercado internacional.', 'A Cachaça Augusta foi enviada a Nova Iorque, nos Estados Unidos.']",,,PREMIOS: nan,['ANÁLISE DO CACHACIER: nan'],,,,,,,
1501,NOME DA CACHAÇA: Cachaça Velho Alambique Carvalho 700ml,"PREÇO: R$ 89,00","['DESCRIÇÃO DA CACHAÇA: A Cachaça Velho Alambique Carvalho 700ml é uma bebida premium, armazenada por um ano em barris de carvalho.', 'Leve, possui graduação alcoólica de 40%.', 'Seus aromas e sabores adquiridos pelo envelhecimento remetem a baunilha, coco queimado e um toque defumado.', 'A sua tonalidade é amarelo-dourado.', 'O álcool e a acidez são equilibrados, garantindo um destilado de altíssima qualidade.', 'Harmoniza muito bem com queijo parmesão, torresmo, cervejas com grãos mais tostados e charutos.']",VOLUME: 700ml,GRADUAÇÃO ALCOÓLICA: 40%,RECIPIENTE DE ARMAZENAMENTO: Carvalho,,,LOCAL DE PRODUÇÃO: Santa Tereza - RS,TEMPO DE ARMAZENAMENTO: 1 ano,,"['HISTÓRIA DO ALAMBIQUE: O solo do vale do rio Taquari, em Santa Tereza, no Rio Grande do Sul, é identificado como um dos mais férteis do mundo pois tem as condições ideais para o plantio de cana-de-açúcar, matéria-prima das cachaças.', 'As empresas Remus e Bettinelli Ltda, administradas pelos sócios Ivandro Remus e Michel Bettinelli desde 2001, ampliaram seus canaviais na Serra Gaúcha para apostar na produção de uma bebida premium, elaborada em uma região com mais de 100 anos de tradição na arte de fazer Cachaça Artesanal.', 'No campo, a colheita é realizada quando a cana atinge o ponto ideal de maturação.', 'O plantio é totalmente sustentável, certificado com o selo ""Produto Orgânico do Brasil"" de uma entidade participativa e fiscalizada pelo núcleo Serra da Eco Vida.', 'Ter esse selo significa poder dar garantia ao consumidor que nenhum tipo de aditivo químico foi utilizado em todo o processo, do cultivo à colheita, além de ser uma comprovação da bandeira e filosofia “verde” da direção da Cachaça Velho Alambique.', 'Após a colheita manual, a moagem é feita no mesmo dia para que o caldo seja extraído o mais rápido possível.', 'Esta ação é essencial para alcançar um líquido de qualidade.', 'A proposta das famílias é elaborar cachaças que unam técnicas tradicionais com toques modernos de produção, com foco em bebidas artesanais com apenas 30 mil litros por ano.', 'Embora o foco seja ampliar cada vez mais a presença da marca em novos estados brasileiros, a Cachaça Velho Alambique também já alçou voo em mercados competitivos, como Inglaterra, Irlanda e Itália.', '""Temos um longo trabalho de mostrar para o público brasileiro a diferença em termos qualitativos das cachaças artesanais das indústrias.', 'O segundo passo será disseminar essa cultura também em outros países"" explica Ivandro Remus, um dos sócios da destilaria.']",,,PREMIOS: nan,['ANÁLISE DO CACHACIER: nan'],,,,,,,
1502,NOME DA CACHAÇA: Cachaça Princesa Isabel e Cachaçaria Nacional Madeiras Brasileiras 750ml,"PREÇO: R$ 130,00","['DESCRIÇÃO DA CACHAÇA: A Cachaça Princesa Isabel e Cachaçaria Nacional Madeiras Brasileiras 750ml é uma edição especial da Cachaça Princesa Isabel em parceria com a Cachaçaria Nacional.', 'Produzida através de um blend, é envelhecida por seis anos em barris de jequitibá-rosa, jaqueira, bálsamo e amburana.', 'Leve, possui graduação alcoólica de 40%.', 'O nome Princesa Isabel é uma homenagem à matriarca da família Cellia.', 'Os rótulos das bebidas trazem, em aquarela, a figura de pássaros da fauna da Serra do Mar, em Linhares, no Espírito Santo.']",VOLUME: 750ml,GRADUAÇÃO ALCOÓLICA: 40%,"RECIPIENTE DE ARMAZENAMENTO: Jequitibá, Jaqueira, Bálsamo e Amburana",,,LOCAL DE PRODUÇÃO: Linhares - ES,TEMPO DE ARMAZENAMENTO: 6 anos,,"['HISTÓRIA DO ALAMBIQUE: A Cachaça Princesa Isabel é produzida desde 2016, em Linhares, no Espírito Santo, e surgiu de uma paixão antiga de Adão Cellia, idealizador da marca.', 'Em 2005, o produtor adquiriu a Fazenda Tupã e construiu por lá o próprio alambique.', 'Antes de lançar a bebida, passou quase 10 anos estudando os conceitos cachaceiros para levar ao mercado um produto de qualidade.', 'Na propriedade, a colheita é manual, sem queima e com a extração do caldo em no máximo doze horas.', 'Na fermentação, utiliza-se leveduras selecionadas.', 'Para preservar o habitat da região, parte do bagaço da cana torna-se adubo, assim como o esterco do gado.', 'Há também um sistema de placas solares, que geram autonomia energética para o alambique e famílias da região.']",,,PREMIOS: nan,['ANÁLISE DO CACHACIER: nan'],,,,,,,
1503,NOME DA CACHAÇA: Cachaça Weber Haus Orgânica Bálsamo 700ml,"PREÇO: R$ 79,00","['DESCRIÇÃO DA CACHAÇA: A Cachaça Weber Haus Orgânica Bálsamo 700ml é um bebida armazenada por um ano em barris de bálsamo, madeira tipicamente brasileira.', 'Leve, possui graduação alcoólica de 38%.', 'Contemplada com selo que garante a produção orgânica do destilado.']",VOLUME: 700ml,GRADUAÇÃO ALCOÓLICA: 38%,RECIPIENTE DE ARMAZENAMENTO: Bálsamo,,,LOCAL DE PRODUÇÃO: Ivoti - RS,TEMPO DE ARMAZENAMENTO: 1 ano,,"['HISTÓRIA DO ALAMBIQUE: A Weber Haus é administrada por Evandro Weber, descendente de alemães de Ivoti, encosta da Serra Gaúcha, interior do Rio Grande do Sul.', 'Quando chegaram da Alemanha, seus bisavós adquiriram terras na cidade, onde plantavam mandioca e cana-de-açúcar e produziam farinha.', 'A família deu início à fabricação de cachaça em 1848 para consumo próprio.', 'O alambique foi construído em 1948, e consistia em um galpão com um engenho no meio movimentado por quatro mulas.', 'Com o tempo, foram modernizando a produção.', 'O negócio acabou passando de pais para filhos.', 'Foi esta união de familiares que contribuiu para a longevidade do empreendimento.', 'O processo manual, desde a escolha do tipo correto de cana-de-açúcar, que se adaptou ao solo da região, até o corte manual, assim como o tratamento ecologicamente correto dado ao canavial, trouxe excelência na fabricação da cachaça.', 'A agroindústria Weber Haus conta com mais de 35 premiações nacionais e internacionais e é a cachaça mais premiada do Brasil.', 'Possui duas certificações importantes: orgânica e rastreabilidade concedidas pelo Inmetro, sendo umas das primeiras a receber o selo da agricultura familiar do Brasil.', 'Os produtos produzidos pela agroindústria Weber Haus vão além da cachaça.', 'Possuem também licores, sucos de uva e açúcar mascavo, dentre outros.']",,,PREMIOS: nan,['ANÁLISE DO CACHACIER: nan'],,,,,,,
1504,NOME DA CACHAÇA: Cachaça Velho Pescador Weber Haus Ouro 750ml,"PREÇO: R$ 145,00","['DESCRIÇÃO DA CACHAÇA: A Cachaça Velho Pescador Weber Haus Ouro 750ml é armazenada por um ano e seis meses em barris de carvalho.', 'Leve, possui graduação alcoólica de 38%.', 'Fabricada na Fazenda Maribo, às margens da Lagoa da Pinguela, em Osório, Rio Grande do Sul.', 'É dessas águas que muitos pescadores retiram o seu sustento, fato que gerou o nome-homenagem da cachaça.']",VOLUME: 750ml,GRADUAÇÃO ALCOÓLICA: 38%,RECIPIENTE DE ARMAZENAMENTO: Carvalho,,,LOCAL DE PRODUÇÃO: Ivoti - RS,TEMPO DE ARMAZENAMENTO: 1 ano e 6 meses,,"['HISTÓRIA DO ALAMBIQUE: Em 1985, a família de Marcelo Borsato adquiriu uma fazenda em Osório, no Rio Grande do Sul.', 'Em homenagem a Mari Milani, esposa de Marcelo, foi dado o nome de Fazenda Maribo, que é a composição de Mari com as iniciais de Borsato.', 'Hoje, o nome tornou-se marca fruto do trabalho realizado no chamado “Armazém da Fazenda Maribo”, onde há muitos anos são vendidos produtos elaborados na própria fazenda, como geléias finas, cachaças e licores.']",,,PREMIOS: nan,"['ANÁLISE DO CACHACIER: De cor amarelo-palha, possui uma mescla de aromas adocicados e amadeirados.', 'No paladar, traz um gosto doce, de chocolate branco.', 'Além disso, causa uma sensação aveludado na boca.', 'Retrogosto agradável e moderado.']",,,,,,,
1505,NOME DA CACHAÇA: Cachaça Velho Ernesto Ouro 670ml,"PREÇO: R$ 67,00","['DESCRIÇÃO DA CACHAÇA: A Cachaça Velho Ernesto Ouro 670ml é envelhecida dois anos em barris de carvalho, harmonizada com madeiras brasileiras, tais como, grápia, cabreúva, angico, louro e jequitibá-rosa.', 'De “bouchet” marcante, porém fino, expressando toda exuberância que o terroir do Vale do Rio das Antas oferece.', 'Paladar encorpado, agradável, resultado de seu envelhecimento e destilação diferenciada.', 'É uma bebida leve, com graduação alcoólica de 38%.']",VOLUME: 670ml,GRADUAÇÃO ALCOÓLICA: 38%,"RECIPIENTE DE ARMAZENAMENTO: Carvalho, Grápia, Cabreúva, Angico, Louro e Jequitibá-rosa",,,LOCAL DE PRODUÇÃO: Bento Gonçalves - RS,TEMPO DE ARMAZENAMENTO: 2 anos,,"['HISTÓRIA DO ALAMBIQUE: A história do engenho começou em 1875, com a chegada da família Bucco no Vale do Rio das Antas, em Bento Gonçalves, na Serra Gaúcha.', 'Imigrantes italianos provenientes de Udine, no norte da Itália, traziam na bagagem a tradição na elaboração de grappa, famoso destilado feito a partir do bagaço da uva.', 'Logo que chegaram ao Brasil, iniciaram o cultivo da cana-de-açúcar e a produção de cachaça, mas a aquisição do primeiro alambique de cobre aconteceu apenas em 1925.', 'Hoje, a tradição e qualidade da Casa Bucco é mantida pela presença do proprietário e técnico Moacir A. Menegotto, um profundo conhecedor da arte de destilar em alambique de cobre com fornalha a lenha.', 'Os canaviais da Casa Bucco estão plantados no clima frio da Serra Gaúcha, rodeados por montanhas com solo basáltico de boa fertilidade.', 'O terroir da região se diferencia por estar próximo ao Rio das Antas, que produz alta intensidade de neblina e impede as geadas pelo clima quente no verão e boa intensidade de chuvas.', 'Com essas condições, a Casa Bucco produz uma das melhores e mais premiadas cachaças brasileiras, com características diferenciadas, com notas de melado, palmito, aspargos e abacaxi.', 'O processo de produção é cuidadoso: a fermentação ocorre com leveduras selecionadas, a destilação descontínua é feita por alambique Charentes a exemplo dos melhores destilados do mundo.', 'Já o envelhecimento se dá por seis anos em barris de carvalho americano com um toque de bálsamo a fim de obter um produto com uma maior complexidade sensorial.', 'A Casa Bucco se destaca no cenário nacional por ser uma das marcas que mais conquistou prêmios em concursos nacionais e internacionais nos últimos anos.']",,,PREMIOS: nan,['ANÁLISE DO CACHACIER: nan'],,,,,,,
1506,NOME DA CACHAÇA: Cachaça Terra Forte Ouro 700ml,"PREÇO: R$ 72,00",['DESCRIÇÃO DA CACHAÇA: nan'],VOLUME: 700ml,GRADUAÇÃO ALCOÓLICA: 40%,RECIPIENTE DE ARMAZENAMENTO: Carvalho Frances,,,LOCAL DE PRODUÇÃO: Presidente Jucelino - MG,TEMPO DE ARMAZENAMENTO: nan,,['HISTÓRIA DO ALAMBIQUE: nan'],,,"PREMIOS: 2018 - Medalha de Prata no ExpoCachaça
2016 - Medalha de Ouro no Concurso Mundial de Bruxelas Edição Brasil
",['ANÁLISE DO CACHACIER: nan'],,,,,,,
1507,NOME DA CACHAÇA: Cachaça Tabaroa 600ml,"PREÇO: R$ 115,20","['DESCRIÇÃO DA CACHAÇA: A Cachaça Tabaroa 600ml é uma bebida armazenada por dois anos em barris de carvalho.', 'Robusta, possui graduação alcoólica de 46%.', 'Tabaroa é o feminino de Tabaréu e significa “mulher matuta”.', 'Sua figura está representada nos rótulos do destilado, feitos a partir do bagaço da cana-de-açúcar reciclado.']",VOLUME: 600ml,GRADUAÇÃO ALCOÓLICA: 46%,RECIPIENTE DE ARMAZENAMENTO: Carvalho,,,LOCAL DE PRODUÇÃO: Bichinhos - MG,TEMPO DE ARMAZENAMENTO: 2 anos,,"['HISTÓRIA DO ALAMBIQUE: A produção da Cachaça Tabaroa começou em 1986, na fazenda do avô de Alexandre Teixeira Figueiredo, em Coqueiral, no sul de Minas Gerais.', 'Sendo o café mais rentável na região, Alexandre decidiu migrar sua produção de cachaça para Vitoriano Veloso, distrito conhecido popularmente como Bichinho, próximo a Tiradentes e Prados, em 2000.', 'Apesar das dificuldades iniciais, como a falta de energia elétrica e o difícil acesso ao alambique, a região demonstrou ser favorável à produção de Cachaças Artesanais graças à altitude e à amplitude térmica, condições excelentes para a plantação da cana-de-açúcar.', 'Aliou-se também o potencial turístico local, incentivado pela história, arquitetura, gastronomia e artesanato.']",,,"PREMIOS: 2014 - 24ª Colocada no I Ranking da Cúpula da Cachaça em 2014
",['ANÁLISE DO CACHACIER: nan'],,,,,,,
1508,NOME DA CACHAÇA: Cachaça Souza Paiol Amburana 600ml,"PREÇO: R$ 37,40",['DESCRIÇÃO DA CACHAÇA: nan'],VOLUME: 600ml,GRADUAÇÃO ALCOÓLICA: 39%,RECIPIENTE DE ARMAZENAMENTO: Amburana,,,LOCAL DE PRODUÇÃO: Pitangui - MG,TEMPO DE ARMAZENAMENTO: nan,,['HISTÓRIA DO ALAMBIQUE: nan'],,,PREMIOS: nan,['ANÁLISE DO CACHACIER: nan'],,,,,,,
1509,NOME DA CACHAÇA: Cachaça Soberana Premium 700ml,"PREÇO: R$ 60,48",['DESCRIÇÃO DA CACHAÇA: nan'],VOLUME: 700ml,GRADUAÇÃO ALCOÓLICA: 39%,RECIPIENTE DE ARMAZENAMENTO: Carvalho,,,LOCAL DE PRODUÇÃO: Varginha - MG,TEMPO DE ARMAZENAMENTO: 2 anos,,['HISTÓRIA DO ALAMBIQUE: nan'],,,PREMIOS: nan,['ANÁLISE DO CACHACIER: nan'],,,,,,,
1510,NOME DA CACHAÇA: Cachaça Serra Morena Prata 600ml,"PREÇO: R$ 35,00",['DESCRIÇÃO DA CACHAÇA: nan'],VOLUME: 600ml,GRADUAÇÃO ALCOÓLICA: 41%,RECIPIENTE DE ARMAZENAMENTO: nan,,,LOCAL DE PRODUÇÃO: Belo Vale - MG,TEMPO DE ARMAZENAMENTO: nan,,['HISTÓRIA DO ALAMBIQUE: nan'],,,PREMIOS: nan,['ANÁLISE DO CACHACIER: nan'],,,,,,,
1511,NOME DA CACHAÇA: Cachaça Santo Grau Paraty 750ml,"PREÇO: R$ 85,70","['DESCRIÇÃO DA CACHAÇA: A Cachaça Santo Grau Paraty 750ml é uma cachaça clássica da região fluminense.', 'Armazenada por seis meses em tonéis de inox, possui graduação alcoólica de 43%.', 'Perfumada, tem aromas e sabores que carregam as características peculiares da região praiana.', 'É fabricada no engenho de Paraty, no Rio de Janeiro.', 'A bebida é produzida da mesma forma há cinco gerações.', 'A cana-de-açúcar é moída pela força da roda d’água, enquanto a fermentação é natural e lenta, até que seja atingido o ponto ideal.', 'Alambiques de cobre aquecidos por fogo direto fazem a destilação.', 'O resultado é incomparável: uma cachaça cheirosa e de sabor intenso, com características típicas da região praiana.', 'Aproveite a Santo Grau Paraty com petiscos.', 'Harmoniza bem com pastéis de pirarucu, queijo da Serra da Canastra e carne-seca com abóbora.']",VOLUME: 750ml,GRADUAÇÃO ALCOÓLICA: 43%,RECIPIENTE DE ARMAZENAMENTO: Inox,,,LOCAL DE PRODUÇÃO: Paraty - RJ,TEMPO DE ARMAZENAMENTO: 6 meses,,"['HISTÓRIA DO ALAMBIQUE: A marca Santo Grau foi criada em em 1992 a partir de uma seleção dos melhores pequenos e tradicionais engenhos e reúne os rótulos: Santo Grau Itirapuã, Santo Grau Coronel Xavier Chaves, Santo Grau Século XVIII e Santo Grau Paraty.', 'O processo de produção artesanal da cachaça segue a tradição de mais de 150 anos, começando pela colheita manual da cana, que é moída pela força da roda d´água.', 'A fermentação é lenta, usando o tradicional fermento natural, produzido com fubá de milho.', 'Na destilação, feita em alambique de cobre aquecido por fogo direto, aproveita-se apenas o suprassumo do coração da cachaça.', 'Uma cachaça branquinha, pura, que descansa em dornas de jequitibá, uma madeira neutra que contribui para o envelhecimento natural da bebida, sem interferência da barrica.', 'Produzidas a partir de matéria-prima controlada, da sabedoria e dos segredos passados de geração a geração nas três famílias responsáveis pelos diferentes engenhos, cada cachaça apresenta características próprias típicas de sua região.', 'Alguns procedimentos são comuns a todos os rótulos, como o corte manual da cana-de-açúcar, a moagem até 24 horas após o corte, a fermentação lenta e natural, a destilação cuidadosa e o descanso da bebida.', 'O extremo controle em cada etapa resulta em cachaças de excepcional qualidade, saborosas e com grande riqueza aromática.', 'Todo esse processo requer paciência, além dos conhecimentos passados de geração em geração.', 'Para a Santo Grau, a qualidade de uma bebida artesanal vai além dos fatores naturais e matérias-primas utilizadas que variam de região para região.', 'O fator humano tem papel fundamental na interação com esses recursos naturais.', 'A experiência dos mais velhos, que trazem o conhecimento da região, as melhores práticas ambientais e o respeito à natureza refletem na qualidade da bebida.', 'Por isso, a Santo Grau valoriza as diferentes regiões e as famílias que comandam esses engenhos há gerações.']",,,"PREMIOS: 2010 - 3ª Colocada no Ranking da Revista Veja
2016 - Top50  no II Ranking da Cúpula da Cachaça
","['ANÁLISE DO CACHACIER: Transparente, possui uma mescla de aromas adocicados e frutados.', 'No paladar, traz um gosto doce, de cana-de-açúcar.', 'Além disso, causa uma sensação licorosa e levemente picante na boca.', 'Retrogosto agradável, moderado e pouco cítrico.']",,,,,,,
1512,NOME DA CACHAÇA: Cachaça Serra Preta Prata 700ml,"PREÇO: R$ 50,25",['DESCRIÇÃO DA CACHAÇA: nan'],VOLUME: 700ml,GRADUAÇÃO ALCOÓLICA: 45%,RECIPIENTE DE ARMAZENAMENTO: Freijo,,,LOCAL DE PRODUÇÃO: Alagoa Grande - PB,TEMPO DE ARMAZENAMENTO: 6 meses,,['HISTÓRIA DO ALAMBIQUE: nan'],,,PREMIOS: nan,['ANÁLISE DO CACHACIER: nan'],,,,,,,
1513,NOME DA CACHAÇA: Cachaça Serena De Minas Ouro 600ml,"PREÇO: R$ 31,70",['DESCRIÇÃO DA CACHAÇA: nan'],VOLUME: 600ml,GRADUAÇÃO ALCOÓLICA: 38%,RECIPIENTE DE ARMAZENAMENTO: Balsamo e Carvalho,,,LOCAL DE PRODUÇÃO: Pinhui - MG,TEMPO DE ARMAZENAMENTO: 1 ano,,['HISTÓRIA DO ALAMBIQUE: nan'],,,PREMIOS: nan,['ANÁLISE DO CACHACIER: nan'],,,,,,,
1514,NOME DA CACHAÇA: Cachaça Seleta Ouro 600ml,"PREÇO: R$ 45,00",['DESCRIÇÃO DA CACHAÇA: nan'],VOLUME: 600ml,GRADUAÇÃO ALCOÓLICA: 42%,RECIPIENTE DE ARMAZENAMENTO: Amburana,,,LOCAL DE PRODUÇÃO: Salinas - MG,TEMPO DE ARMAZENAMENTO: 2 anos e 6 meses,,['HISTÓRIA DO ALAMBIQUE: nan'],,,"PREMIOS: 2014 - 18ª Colocada no I Ranking da Cúpula da Cachaça
","['ANÁLISE DO CACHACIER: De cor amarelo-dourada, possui aroma de amburana.', 'No paladar, traz um gosto de baunilha.', 'Além disso, causa uma sensação alcoólica na boca.']",,,,,,,
