,_id,NOME_DA_CACHAÇA,PREÇO,VOLUME,DESCRIÇÃO_DA_CACHAÇA,INFORMAÇÕESOES_TÉCNICAS,TEXTO_DESCRITIVO,GRADUAÇÃO_ALCOÓLICA,RECIPIENTE_DE_ARMAZENAMENTO,TEMPO_DE_ARMAZENAMENTO,TIPO,LOCAL_DE_PRODUÇÃO,DATA_COLETA,LINK
118,60fac10a9a4cc55a32865627,Cachaça Bocaina Castanheira Cerâmica 120ml,"R$ 47,90",120ml,"120ml
40%
castanheira
2 anos
ouro
Lavras/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Castanheira
Armazenamento: 2 Anos
Volume: 120ml
Graduação Alcoólica: 40%
Tipo: Ouro
Origem: Lavras/MG",40%,castanheira,2 anos,ouro,Lavras/MG,15/7/2021 - 21:11:49,https://www.mocabonitacachacaria.com.br/product-page/cachaça-bocaina-castanheira-cerâmica-120ml
119,60fac10a9a4cc55a32865628,Cachaça Bocaina Carvalho Cerâmica 700ml,"R$ 115,90",700ml,"700ml
40%
carvalho
2 anos
ouro
Lavras/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho
Armazenamento: 2 Anos
Volume: 700ml
Graduação Alcoólica: 40%
Tipo: Ouro
Origem: Lavras/MG",40%,carvalho,2 anos,ouro,Lavras/MG,15/7/2021 - 21:11:56,https://www.mocabonitacachacaria.com.br/product-page/cachaça-bocaina-carvalho-cerâmica-700ml
120,60fac10a9a4cc55a32865629,Cachaça Bocaina Bálsamo Cerâmica 120ml,"R$ 46,90",120ml,"120ml
40%
bálsamo
2 anos
ouro
Lavras/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Bálsamo
Armazenamento: 2 Anos
Volume: 120ml
Graduação Alcoólica: 40%
Tipo: Ouro
Origem: Lavras/MG",40%,bálsamo,2 anos,ouro,Lavras/MG,15/7/2021 - 21:12:4,https://www.mocabonitacachacaria.com.br/product-page/cachaça-bocaina-balsamo-cerâmica-120ml
121,60fac10a9a4cc55a3286562a,Cachaça Germana Soul 1000ml,"R$ 61,90",1000ml,"1000ml
40%
prata
Lavras/MG","Volume
Graduação Alcoólica
Tipo
Origem","Volume: 1000ml
Graduação Alcoólica: 40%
Tipo: Prata
Origem: Lavras/MG",40%,,,prata,Lavras/MG,15/7/2021 - 21:12:12,https://www.mocabonitacachacaria.com.br/product-page/cachaça-germana-soul-1000ml
122,60fac10a9a4cc55a3286562b,Cachaça Bocaina Amburana Cerâmica 120ml,"R$ 46,90",120ml,"120ml
40%
amburana
2 anos
ouro
Lavras/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Amburana
Armazenamento: 2 Anos
Volume: 120ml
Graduação Alcoólica: 40%
Tipo: Ouro
Origem: Lavras/MG",40%,amburana,2 anos,ouro,Lavras/MG,15/7/2021 - 21:12:20,https://www.mocabonitacachacaria.com.br/product-page/cachaça-bocaina-amburana-cerâmica-120ml
123,60fac10a9a4cc55a3286562c,Cachaça Bocaina Bálsamo Cerâmica 700ml,"R$ 113,90",700ml,"700ml
40%
balsamo
2 anos
ouro
Lavras/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Balsamo
Armazenamento: 2 Anos
Volume: 700ml
Graduação Alcoólica: 40%
Tipo: Ouro
Origem: Lavras/MG",40%,balsamo,2 anos,ouro,Lavras/MG,15/7/2021 - 21:12:27,https://www.mocabonitacachacaria.com.br/product-page/cachaça-bocaina-balsamo-cerâmica-700ml
124,60fac10a9a4cc55a3286562d,Cachaça Weber Haus Canela Sassafraz 700ml,"R$ 73,90",700ml,"700ml
38%
canela sassafrás
1 ano
ouro
Ivoti/RS","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Canela Sassafrás
Envelhecimento: 1 ano
Teor Alcoólico: 38%
Volume: 700ml
Tipo: Ouro
Origem: Ivoti/RS",38%,canela sassafrás,1 ano,ouro,Ivoti/RS,15/7/2021 - 21:12:34,https://www.mocabonitacachacaria.com.br/product-page/cachaça-weber-haus-canela-sassafraz-700ml
125,60fac10a9a4cc55a3286562e,Cachaça Bocaina Inox 700ml,"R$ 64,90",700ml,"700ml
40%
inox
prata
Lavras/MG","Volume
Graduação Alcoólica
Madeira
Tipo
Origem","Madeira: Inox
Armazenamento:
Volume: 700ml
Graduação Alcoólica: 40%
Tipo: Prata
Origem: Lavras/MG",40%,inox,,prata,Lavras/MG,15/7/2021 - 21:12:42,https://www.mocabonitacachacaria.com.br/product-page/cachaça-bocaina-inox-700ml
126,60fac10a9a4cc55a3286562f,Cachaça Bocaina  Jequitibá Cerâmica 700ml,"R$ 113,90",700ml,"700ml
40%
jequitibá
2 anos
ouro
Lavras/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Jequitibá
Armazenamento: 2 Anos
Volume: 700ml
Graduação Alcoólica: 40%
Tipo: Ouro
Origem: Lavras/MG",40%,jequitibá,2 anos,ouro,Lavras/MG,15/7/2021 - 21:12:49,https://www.mocabonitacachacaria.com.br/product-page/cachaça-bocaina-jequitibá-cerâmica-700ml
127,60fac10b9a4cc55a32865630,Cachaça Bocaina  Jequitibá 700ml,"R$ 67,90",700ml,"700ml
40%
jequitibá
2 anos
prata
Lavras/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Jequitibá
Armazenamento: 2 Anos
Volume: 700ml
Graduação Alcoólica: 40%
Tipo: Prata
Origem: Lavras/MG",40%,jequitibá,2 anos,prata,Lavras/MG,15/7/2021 - 21:12:57,https://www.mocabonitacachacaria.com.br/product-page/cachaça-bocaina-jequitibá-700ml
128,60fac10b9a4cc55a32865631,Cachaça Bocaina  Castanheira 700ml,"R$ 67,90",700ml,"700ml
40%
castanheira
2 anos
prata
Lavras/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Castanheira
Armazenamento: 2 Anos
Volume: 120ml
Graduação Alcoólica: 40%
Tipo: Prata
Origem: Lavras/MG",40%,castanheira,2 anos,prata,Lavras/MG,15/7/2021 - 21:13:4,https://www.mocabonitacachacaria.com.br/product-page/cachaça-bocaina-castanheira-700ml
129,60fac10b9a4cc55a32865632,Cachaça Bocaina  Amburana Cerâmica 700ml,"R$ 113,90",700ml,"700ml
40%
amburana
2 anos
prata 
Lavras/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Amburana
Armazenamento: 2 Anos
Volume: 700ml
Graduação Alcoólica: 40%
Tipo: Prata 
Origem: Lavras/MG",40%,amburana,2 anos,prata ,Lavras/MG,15/7/2021 - 21:13:11,https://www.mocabonitacachacaria.com.br/product-page/cachaça-bocaina-amburana-cerâmica-700ml
130,60fac10b9a4cc55a32865633,Cachaça Bocaina  Amburana 700ml,"R$ 67,90",700ml,"700ml
40%
amburana
2 anos
ouro
Lavras/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Amburana
Armazenamento: 2 Anos
Volume: 700ml
Graduação Alcoólica: 40%
Tipo: Ouro
Origem: Lavras/MG",40%,amburana,2 anos,ouro,Lavras/MG,15/7/2021 - 21:13:18,https://www.mocabonitacachacaria.com.br/product-page/cachaça-bocaina-amburana-700ml
131,60fac10b9a4cc55a32865634,Cachaça Velha Januária 600ml,"R$ 33,90",600ml,"600ml
40%
amburana
2 anos 
ouro
Engenheiro Navarro / MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Amburana
Envelhecimento: 2 Anos 
Teor Alcoólico: 40%
Volume: 600ml
Tipo: Ouro
Origem: Engenheiro Navarro / MG",40%,amburana,2 anos ,ouro,Engenheiro Navarro / MG,15/7/2021 - 21:13:27,https://www.mocabonitacachacaria.com.br/product-page/cachaça-velha-januária-600ml
132,60fac10b9a4cc55a32865635,Cachaça Bocaina  Castanheira Cerâmica 700ml,"R$ 113,90",700ml,"700ml
40%
castanheira
2 anos
ouro
Lavras/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Castanheira
Armazenamento: 2 Anos
Volume: 700ml
Graduação Alcoólica: 40%
Tipo: Ouro
Origem: Lavras/MG",40%,castanheira,2 anos,ouro,Lavras/MG,15/7/2021 - 21:13:34,https://www.mocabonitacachacaria.com.br/product-page/cachaça-bocaina-castanheira-cerâmica-700ml
133,60fac10b9a4cc55a32865636,Cachaça Volupia Diamante 700ml,"R$ 157,90",700ml,"700ml
40%
jequitiba
1 ano
prata
Alagoa Grande/PB","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Jequitiba
Envelhecimento: 1 Ano
Teor Alcoólico: 40%
Volume: 700ml
Tipo: Prata
Origem: Alagoa Grande/PB",40%,jequitiba,1 ano,prata,Alagoa Grande/PB,15/7/2021 - 21:13:41,https://www.mocabonitacachacaria.com.br/product-page/cachaça-volupia-diamante-700ml
134,60fac10c9a4cc55a32865637,Cachaça Velho Alambique Ouro 700ml,"R$ 69,90",700ml,"700ml
39%
blend de madeiras
2 anos
premium
Santa Teresa/RS","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Blend de Madeiras
Envelhecimento: 2 Anos
Teor Alcoólico: 39%
Volume: 700ml
Tipo: Premium
Origem: Santa Teresa/RS",39%,blend de madeiras,2 anos,premium,Santa Teresa/RS,15/7/2021 - 21:13:48,https://www.mocabonitacachacaria.com.br/product-page/cachaça-velho-alambique-ouro-700ml
135,60fac10c9a4cc55a32865638,Cachaça Velha Januária 670ml,"R$ 37,90",670ml,"670ml
40%
amburana
2 anos 
ouro
Engenheiro Navarro / MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Amburana
Envelhecimento: 2 Anos 
Teor Alcoólico: 40%
Volume: 670ml
Tipo: Ouro
Origem: Engenheiro Navarro / MG",40%,amburana,2 anos ,ouro,Engenheiro Navarro / MG,15/7/2021 - 21:13:56,https://www.mocabonitacachacaria.com.br/product-page/cachaça-velha-januária-670ml
136,60fac10c9a4cc55a32865639,Cachaça Vale Verde Prata 700ml,"R$ 51,90",700ml,"700ml
40%
inox
descansa 6 meses
prata
Betim/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Inox
Envelhecimento: descansa 6 meses
Teor Alcoólico: 40%
Volume: 700ml
Tipo: Prata
Origem: Betim/MG",40%,inox,descansa 6 meses,prata,Betim/MG,15/7/2021 - 21:14:3,https://www.mocabonitacachacaria.com.br/product-page/cachaça-vale-verde-prata-700ml
137,60fac10d9a4cc55a3286563a,Cachaça Vale Verde Prata 50ml,"R$ 13,90",50ml,"50ml
40%
inox
descansa 6 meses
prata
Betim/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Inox
Envelhecimento: descansa 6 meses
Teor Alcoólico: 40%
Volume: 50ml
Tipo: Prata
Origem: Betim/MG",40%,inox,descansa 6 meses,prata,Betim/MG,15/7/2021 - 21:14:11,https://www.mocabonitacachacaria.com.br/product-page/cachaça-vale-verde-prata-50ml
138,60fac10d9a4cc55a3286563b,Cachaça Terra Brasilis 51 750ml,"R$ 32,90",750ml,"750ml
40%
carvalho

ouro
Pirassununga/SP","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho
Envelhecimento: 
Teor Alcoólico: 40%
Volume:750ml
Tipo: Ouro
Origem: Pirassununga/SP",40%,carvalho,,ouro,Pirassununga/SP,15/7/2021 - 21:14:19,https://www.mocabonitacachacaria.com.br/product-page/cachaça-terra-brasilis-51-750ml
139,60fac10e9a4cc55a3286563c,Cachaça Xanadu Castanheira 670ml,"R$ 76,90",670ml,"670ml
39%
castanheira
6 anos
premium
Blumenau / Santa Catarina","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Castanheira
Envelhecimento: 6 anos
Teor Alcoólico: 39%
Volume: 670ml
Tipo: Premium
Origem: Blumenau / Santa Catarina",39%,castanheira,6 anos,premium,Blumenau / Santa Catarina,15/7/2021 - 21:14:27,https://www.mocabonitacachacaria.com.br/product-page/cachaça-xanadu-castanheira-670ml
140,60fac10e9a4cc55a3286563d,Cachaça Serra das Almas Prata 670ml,"R$ 45,90",670ml,"670ml
inox

prata
Rio das Contas/BA","Volume
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Inox
Envelhecimento: 
Teor Alcoólico:
Volume: 670ml
Tipo: Prata
Origem: Rio das Contas/BA",,inox,,prata,Rio das Contas/BA,15/7/2021 - 21:14:38,https://www.mocabonitacachacaria.com.br/product-page/cachaça-serra-das-almas-prata-670ml
141,60fac10f9a4cc55a3286563e,Cachaça Weber Haus Balsamo 700ml,"R$ 77,90",700ml,"700ml
38%
balsamo
1 ano
ouro
Ivoti/RS","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Balsamo
Envelhecimento: 1 Ano
Teor Alcoólico: 38%
Volume: 700ml
Tipo: Ouro
Origem: Ivoti/RS",38%,balsamo,1 ano,ouro,Ivoti/RS,15/7/2021 - 21:14:45,https://www.mocabonitacachacaria.com.br/product-page/cachaça-weber-haus-balsamo-700ml
142,60fac10f9a4cc55a3286563f,Cachaça Serra das Almas Ouro 670ml,"R$ 55,90",670ml,"670ml
42%
grápia
3 anos
ouro
Rio de Contas / BA","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Grápia
Envelhecimento: 3 Anos
Teor Alcoólico: 42%
Volume: 670ml
Tipo: Ouro
Origem: Rio de Contas / BA",42%,grápia,3 anos,ouro,Rio de Contas / BA,15/7/2021 - 21:14:53,https://www.mocabonitacachacaria.com.br/product-page/cachaça-serra-das-almas-ouro-670ml
143,60fac10f9a4cc55a32865640,Cachaça Sebastiana Carvalho Single Barrel 1 Ano 500ml,"R$ 93,90",500ml,"500ml
40%
carvalho americano novo
1 ano
ouro
Americo Brasiliense / SP","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho Americano novo
Envelhecimento: 1 Ano
Teor Alcoólico: 40%
Volume: 500ml
Tipo: Ouro
Origem: Americo Brasiliense / SP",40%,carvalho americano novo,1 ano,ouro,Americo Brasiliense / SP,15/7/2021 - 21:15:0,https://www.mocabonitacachacaria.com.br/product-page/cachaça-sebastiana-carvalho-single-barrel-1-ano-500ml
144,60fac10f9a4cc55a32865641,Cachaça Sebastiana Carvalho Single Barrel  3 Anos  500ml,"R$ 114,90",500ml,"500ml
40%
carvalho americano novo
3 anos
ouro
Americo Brasiliense / SP","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho Americano novo
Envelhecimento: 3 Anos
Teor Alcoólico: 40%
Volume: 500ml
Tipo: Ouro
Origem: Americo Brasiliense / SP",40%,carvalho americano novo,3 anos,ouro,Americo Brasiliense / SP,15/7/2021 - 21:15:8,https://www.mocabonitacachacaria.com.br/product-page/cachaça-sebastiana-carvalho-single-barrel-3-anos-500ml
145,60fac1109a4cc55a32865642,Cachaça Sebastiana Carvalho 500ml,"R$ 63,90",500ml,"500ml
40%
blend carvalho e pura

ouro
Americo Brasiliense / SP","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Blend Carvalho e pura
Envelhecimento: 
Teor Alcoólico: 40%
Volume: 500ml
Tipo: Ouro
Origem: Americo Brasiliense / SP",40%,blend carvalho e pura,,ouro,Americo Brasiliense / SP,15/7/2021 - 21:15:15,https://www.mocabonitacachacaria.com.br/product-page/cachaça-sebastiana-carvalho-500ml
146,60fac1109a4cc55a32865643,Cachaça Santo Grau Coronel Xavier Chaves 750ml,"R$ 84,90",750ml,"750ml
40%
tanques de inox
6 meses
prata
Coronel Xavier Chaves / MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Tanques de inox
Envelhecimento: 6 Meses
Teor Alcoólico: 40%
Volume: 750ml
Tipo: Prata
Origem: Coronel Xavier Chaves / MG",40%,tanques de inox,6 meses,prata,Coronel Xavier Chaves / MG,15/7/2021 - 21:15:23,https://www.mocabonitacachacaria.com.br/product-page/cachaça-santo-grau-coronel-xavier-chaves-750ml
147,60fac1119a4cc55a32865644,Cachaça Santo Alambique Prata 700ml,"R$ 48,90",700ml,"700ml
38%
tanques de inox y
6 meses
prata
Perdões / MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Tanques de inox Y
Envelhecimento: 6 Meses
Teor Alcoólico: 38%
Volume: 700ml
Tipo: Prata
Origem: Perdões / MG",38%,tanques de inox y,6 meses,prata,Perdões / MG,15/7/2021 - 21:15:30,https://www.mocabonitacachacaria.com.br/product-page/cachaça-santo-alambique-prata-700ml
148,60fac1119a4cc55a32865645,Cachaça Santo Alambique Ouro 700ml,"R$ 48,90",700ml,"700ml
38%
carvalho

ouro
Perdões/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho
Envelhecimento: 
Teor Alcoólico: 38%
Volume: 700ml
Tipo: Ouro
Origem: Perdões/MG",38%,carvalho,,ouro,Perdões/MG,15/7/2021 - 21:15:37,https://www.mocabonitacachacaria.com.br/product-page/cachaça-santo-alambique-ouro-700ml
149,60fac1119a4cc55a32865646,Cachaça Sagrada Amburana 670ml,"R$ 48,90",670ml,"670ml
40%
carvalho e amburana

ouro
Bom Jesus do Amparo/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho e Amburana
Envelhecimento: 
Teor Alcoólico: 40%
Volume: 700ml
Tipo: Ouro
Origem: Bom Jesus do Amparo/MG",40%,carvalho e amburana,,ouro,Bom Jesus do Amparo/MG,15/7/2021 - 21:15:45,https://www.mocabonitacachacaria.com.br/product-page/cachaça-sagrada-amburana-670ml
150,60fac1129a4cc55a32865647,Cachaça Prosa Mineira Reserva 750ml,"R$ 163,90",750ml,"750ml
40%
castanheira e carvalho americano
2 anos em barrís novos
reserva especial
Santa Rita de Caldas / MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Castanheira e Carvalho Americano
Envelhecimento: 2 Anos em Barrís Novos
Teor Alcoólico: 40%
Volume: 750ml
Tipo: Reserva Especial
Origem: Santa Rita de Caldas / MG",40%,castanheira e carvalho americano,2 anos em barrís novos,reserva especial,Santa Rita de Caldas / MG,15/7/2021 - 21:15:52,https://www.mocabonitacachacaria.com.br/product-page/cachaça-prosa-mineira-reserva-750ml
151,60fac1129a4cc55a32865648,Cachaça Nega Fulo Terracota 700ml,"R$ 119,90",700ml,"700ml
38%
carvalho

ouro
Nova Friburg/RJ","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho
Envelhecimento: 
Teor Alcoólico: 38%
Volume: 700ml
Tipo: Ouro
Origem: Nova Friburg/RJ",38%,carvalho,,ouro,Nova Friburg/RJ,15/7/2021 - 21:15:59,https://www.mocabonitacachacaria.com.br/product-page/cachaça-nega-fulo-terracota-700ml
152,60fac1129a4cc55a32865649,Cachaça Maria  João Amburana 700 ml,"R$ 67,90",700ml,"700ml
39%
amburana

ouro
Santa Rosa / RS","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Amburana
Envelhecimento: 
Teor Alcoólico: 39%
Volume: 700ml
Tipo: Ouro
Origem: Santa Rosa / RS",39%,amburana,,ouro,Santa Rosa / RS,15/7/2021 - 21:16:7,https://www.mocabonitacachacaria.com.br/product-page/cachaça-maria-joão-amburana-700-ml
153,60fac1129a4cc55a3286564a,Cachaça Lua Nova 700ml,"R$ 44,90",700ml,"700ml
42%
amburana
2,5 anos
ouro
Salinas /MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Amburana
Envelhecimento: 2,5 Anos
Teor Alcoólico: 42%
Volume: 700ml
Tipo: Ouro
Origem: Salinas /MG",42%,amburana,"2,5 anos",ouro,Salinas /MG,15/7/2021 - 21:16:14,https://www.mocabonitacachacaria.com.br/product-page/cachaça-lua-nova-700ml
154,60fac1139a4cc55a3286564b,Cachaça Lua Nova 1000ml,"R$ 49,90",1000ml,"1000ml
42%
amburana
2,5 anos
ouro
Salinas /MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Amburana
Envelhecimento: 2,5 Anos
Teor Alcoólico: 42%
Volume: 1000ml
Tipo: Ouro
Origem: Salinas /MG",42%,amburana,"2,5 anos",ouro,Salinas /MG,15/7/2021 - 21:16:21,https://www.mocabonitacachacaria.com.br/product-page/cachaça-lua-nova-1000ml
155,60fac1139a4cc55a3286564c,Cachaça Leblon Signature Merlet 375ml,"R$ 93,90",375ml,"375ml
42%
carvalho
2anos
ouro
Patos de Minas/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho
Envelhecimento: 2Anos
Teor Alcoólico: 42%
Volume: 375ml
Tipo: Ouro
Origem: Patos de Minas/MG",42%,carvalho,2anos,ouro,Patos de Minas/MG,15/7/2021 - 21:16:28,https://www.mocabonitacachacaria.com.br/product-page/cachaça-leblon-signature-merlet-375ml
156,60fac1139a4cc55a3286564d,Cachaça Leblon 750ml,"R$ 97,90",750ml,"750ml
42%
prata
Patos de Minas/MG","Volume
Graduação Alcoólica
Tipo
Origem","Teor Alcoólico: 42%
Volume: 750ml
Tipo: Prata
Origem: Patos de Minas/MG",42%,,,prata,Patos de Minas/MG,15/7/2021 - 21:16:36,https://www.mocabonitacachacaria.com.br/product-page/cachaça-leblon-750ml
157,60fac1139a4cc55a3286564e,Cachaça João Mendes Prata 50ml,"R$ 17,90",50ml,"50ml
38%

prata
Perdões","Volume
Graduação Alcoólica
Tempo de Armazenamento
Tipo
Origem","Madeira:
Envelhecimento: 
Teor Alcoólico: 38%
Volume: 50ml
Tipo: Prata
Origem: Perdões",38%,,,prata,Perdões,15/7/2021 - 21:16:43,https://www.mocabonitacachacaria.com.br/product-page/cachaça-joão-mendes-prata-50ml
158,60fac1149a4cc55a3286564f,Cachaça João Mendes Ouro 970ml,"R$ 54,90",970ml,"970ml
38%
carvalho
2 anos
prata
Perdões","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho
Envelhecimento: 2 anos
Teor Alcoólico: 38%
Volume: 970ml
Tipo: Prata
Origem: Perdões",38%,carvalho,2 anos,prata,Perdões,15/7/2021 - 21:16:50,https://www.mocabonitacachacaria.com.br/product-page/cachaça-joao-mendes-ouro-970ml
159,60fac1149a4cc55a32865650,Cachaça João Mendes Ouro 50ml,"R$ 17,90",50ml,"50ml
38%
carvalho
2 anos
ouro
Perdões","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho
Envelhecimento: 2 Anos
Teor Alcoólico: 38%
Volume: 50ml
Tipo: Ouro
Origem: Perdões",38%,carvalho,2 anos,ouro,Perdões,15/7/2021 - 21:16:58,https://www.mocabonitacachacaria.com.br/product-page/cachaça-joão-mendes-ouro-50ml
160,60fac1149a4cc55a32865651,Cachaça Januária Ouro 600ml,"R$ 33,90",600ml,"600ml
42%
amburana

ouro","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Amburana
Envelhecimento: 
Teor Alcoólico: 42%
Volume: 600ml
Tipo: Ouro
Origem: 
Januária",42%,amburana,,ouro,,15/7/2021 - 21:17:5,https://www.mocabonitacachacaria.com.br/product-page/cachaça-januária-600ml
161,60fac1149a4cc55a32865652,Cachaça Jacuba Prata 750ml,"R$ 69,90",750ml,"750ml
38%
dorna de inox
meses
prata
Coronel Xavier Chaves / MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Dorna de Inox
Envelhecimento: Meses
Teor Alcoólico: 38%
Volume: 750ml
Tipo: Prata
Origem: Coronel Xavier Chaves / MG",38%,dorna de inox,meses,prata,Coronel Xavier Chaves / MG,15/7/2021 - 21:17:13,https://www.mocabonitacachacaria.com.br/product-page/cachaça-jacuba-prata-750ml
162,60fac1159a4cc55a32865653,Cachaça Insinuante Ouro 600ml,"R$ 34,90",600ml,"600ml
48%
amburana
1 ano
ouro
Januária / MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Amburana
Envelhecimento: 1 Ano
Teor Alcoólico: 48%
Volume: 600ml
Tipo: Ouro
Origem: Januária / MG",48%,amburana,1 ano,ouro,Januária / MG,15/7/2021 - 21:17:20,https://www.mocabonitacachacaria.com.br/product-page/cachaça-insinuante-600ml
163,60fac1159a4cc55a32865654,Cachaça Gatinha Blend de Madeiras 600ml,"R$ 43,90",600ml,"600ml
40%
carvalho (americano e europeu) com cachaça armazenada em tonéis de imburana e cachaça prata armazenada em tonéis de aço inox.
6 anos no total
prata
Jandaia do Sul/PR","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho (Americano e Europeu) com Cachaça Armazenada em Tonéis de Imburana e Cachaça Prata Armazenada em Tonéis de Aço Inox.
Envelhecimento: 6 anos no total
Teor Alcoólico: 40%
Volume: 600ml
Tipo: Prata
Origem: Jandaia do Sul/PR",40%,carvalho (americano e europeu) com cachaça armazenada em tonéis de imburana e cachaça prata armazenada em tonéis de aço inox.,6 anos no total,prata,Jandaia do Sul/PR,15/7/2021 - 21:17:28,https://www.mocabonitacachacaria.com.br/product-page/cachaça-gatinha-blend-de-madeiras-600ml
164,60fac1159a4cc55a32865655,Cachaça Dom Tápparo Extra Premium Jequibá 10 Anos 700ml,"R$ 98,90",700ml,"700ml
40%
jequitibá
6 anos
extra premium
Mirassol/SP","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Jequitibá
Envelhecimento: 6 anos
Teor Alcoólico: 40%
Volume: 700ml
Tipo: Extra Premium
Origem: Mirassol/SP",40%,jequitibá,6 anos,extra premium,Mirassol/SP,15/7/2021 - 21:17:35,https://www.mocabonitacachacaria.com.br/product-page/cachaça-extra-premium-jequibá-10-anos-700ml
165,60fac1169a4cc55a32865656,Cachaça Excelência Ouro Jequibá e Carvalho 700ml,"R$ 59,90",700ml,"700ml
40%
jequitibá e carvalho
6 meses
ouro
Passa Quatro/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Jequitibá e Carvalho
Envelhecimento: 6 meses
Teor Alcoólico: 40%
Volume: 700ml
Tipo: Ouro
Origem: Passa Quatro/MG",40%,jequitibá e carvalho,6 meses,ouro,Passa Quatro/MG,15/7/2021 - 21:17:42,https://www.mocabonitacachacaria.com.br/product-page/cachaça-excelência-ouro-jequibá-e-carvalho-700ml
