,Palavras,Rotulo,Sentenca,Inicio,Fim,Documento,Particao
11505,CASTANHEIRA,B-TIPO_MADEIRA,8015,172,183,622,10
11506,E,O,8015,184,185,622,10
11507,AMBURANA,B-TIPO_MADEIRA,8015,186,194,622,10
11508,600,B-VOLUME,8015,195,198,622,10
11509,ML,I-VOLUME,8015,199,201,622,10
11510,CACHAÇA,O,8015,202,209,622,10
11511,ARTESANAL,O,8015,210,219,622,10
11512,OU,O,8015,220,222,622,10
11513,DE,O,8015,223,225,622,10
11514,ALAMBIQUE,B-EQUIPAMENTO_DESTILACAO,8015,226,235,622,10
11515,DESDE,O,8015,236,241,622,10
11516,2001,B-TEMPO,8015,242,246,622,10
11517,Modo,O,8016,0,4,622,10
11518,de,O,8016,5,7,622,10
11519,Produção,O,8016,8,16,622,10
11520,:,O,8016,16,17,622,10
11521,CACHAÇA,O,8016,18,25,622,10
11522,ARTESANAL,O,8016,26,35,622,10
11523,OU,O,8016,36,38,622,10
11524,DE,O,8016,39,41,622,10
11525,ALAMBIQUE,B-EQUIPAMENTO_DESTILACAO,8016,42,51,622,10
11526,LOCAL,O,8017,0,5,622,10
11527,DE,O,8017,6,8,622,10
11528,PRODUÇÃO,O,8017,9,17,622,10
11529,:,O,8017,17,18,622,10
11530,JANDAIA,B-NOME_LOCAL,8017,19,26,622,10
11531,DO,I-NOME_LOCAL,8017,27,29,622,10
11532,SUL,I-NOME_LOCAL,8017,30,33,622,10
11533,-,O,8017,34,35,622,10
11534,PR,B-NOME_LOCAL,8017,36,38,622,10
11535,Barril,O,8018,0,6,622,10
11536,:,O,8018,6,7,622,10
11537,CARVALHO,B-TIPO_MADEIRA,8018,8,16,622,10
11538,AMERICANO,I-TIPO_MADEIRA,8018,17,26,622,10
11539,",",O,8018,26,27,622,10
11540,CARVALHO,B-TIPO_MADEIRA,8018,28,36,622,10
11541,FRANCÊS,I-TIPO_MADEIRA,8018,37,44,622,10
11542,",",O,8018,44,45,622,10
11543,CASTANHEIRA,B-TIPO_MADEIRA,8018,46,57,622,10
11544,E,O,8018,58,59,622,10
11545,AMBURANA,B-TIPO_MADEIRA,8018,60,68,622,10
11546,Volume,O,8019,0,6,622,10
11547,:,O,8019,6,7,622,10
11548,600,B-VOLUME,8019,8,11,622,10
11549,ML,I-VOLUME,8019,12,14,622,10
11550,Graduação,O,8020,0,9,622,10
11551,Alcóolica,O,8020,10,19,622,10
11552,:,O,8020,19,20,622,10
11553,40%,B-GRADUACAO_ALCOOLICA,8020,21,24,622,10
11554,NOME,O,8190,0,4,635,10
11555,DA,O,8190,5,7,635,10
11556,CACHAÇA,O,8190,8,15,635,10
11557,:,O,8190,15,16,635,10
11558,Cachaça,O,8190,17,24,635,10
11559,Lenda,B-NOME_BEBIDA,8190,25,30,635,10
11560,Mineira,I-NOME_BEBIDA,8190,31,38,635,10
11561,Ouro,B-CLASSIFICACAO_BEBIDA,8190,39,43,635,10
11562,375,B-VOLUME,8190,44,47,635,10
11563,ml,I-VOLUME,8190,48,50,635,10
11564,PREÇO,O,8191,0,5,635,10
11565,:,O,8191,5,6,635,10
11566,R$,B-PRECO,8191,7,9,635,10
11567,110,I-PRECO,8191,10,13,635,10
11568,",",I-PRECO,8191,13,14,635,10
11569,0,I-PRECO,8191,14,16,635,10
11570,DESCRIÇÃO,O,8192,0,9,635,10
11571,DA,O,8192,10,12,635,10
11572,CACHAÇA,O,8192,13,20,635,10
11573,:,O,8192,20,21,635,10
11574,Cachaça,O,8192,22,29,635,10
11575,Lenda,B-NOME_BEBIDA,8192,30,35,635,10
11576,Mineira,I-NOME_BEBIDA,8192,36,43,635,10
11577,Ouro,B-CLASSIFICACAO_BEBIDA,8192,44,48,635,10
11578,",",O,8192,48,49,635,10
11579,Garrafa,O,8192,50,57,635,10
11580,com,O,8192,58,61,635,10
11581,Rolha,O,8192,62,67,635,10
11582,-,O,8192,68,69,635,10
11583,375,B-VOLUME,8192,70,73,635,10
11584,ml,I-VOLUME,8192,74,76,635,10
11585,-,O,8192,77,78,635,10
11586,armazenada,O,8192,79,89,635,10
11587,por,O,8192,90,93,635,10
11588,2,B-TEMPO_ARMAZENAMENTO,8192,94,95,635,10
11589,anos,I-TEMPO_ARMAZENAMENTO,8192,96,100,635,10
11590,em,O,8192,101,103,635,10
11591,dornas,B-RECIPIENTE_ARMAZENAMENTO,8192,104,110,635,10
11592,de,O,8192,111,113,635,10
11593,Amburana,B-TIPO_MADEIRA,8192,114,122,635,10
11594,.,O,8192,122,123,635,10
11595,Produzida,O,8193,0,9,635,10
11596,em,O,8193,10,12,635,10
11597,Tarumirim,B-NOME_LOCAL,8193,13,22,635,10
11598,-,O,8193,23,24,635,10
11599,MG,B-NOME_LOCAL,8193,25,27,635,10
11600,há,O,8193,28,30,635,10
11601,mais,O,8193,31,35,635,10
11602,de,O,8193,36,38,635,10
11603,90,B-TEMPO,8193,39,41,635,10
11604,anos,I-TEMPO,8193,42,46,635,10
11605,.,O,8193,46,47,635,10
11606,cachaça,O,8194,0,7,635,10
11607,eleita,O,8194,8,14,635,10
11608,como,O,8194,15,19,635,10
11609,uma,O,8194,20,23,635,10
11610,das,O,8194,24,27,635,10
11611,melhores,O,8194,28,36,635,10
11612,do,O,8194,37,39,635,10
11613,país,O,8194,40,44,635,10
11614,pelo,O,8194,45,49,635,10
11615,antigo,O,8194,50,56,635,10
11616,ranking,O,8194,57,64,635,10
11617,da,O,8194,65,67,635,10
11618,Playboy,B-NOME_ORGANIZACAO,8194,68,75,635,10
11619,.,O,8194,75,76,635,10
11620,INFORMAÇÕES,O,8195,0,11,635,10
11621,DO,O,8195,12,14,635,10
11622,PRODUTO,O,8195,15,22,635,10
11623,:,O,8195,22,23,635,10
11624,Cachaça,O,8195,24,31,635,10
11625,Lenda,B-NOME_BEBIDA,8195,32,37,635,10
11626,Mineira,I-NOME_BEBIDA,8195,38,45,635,10
11627,-,O,8195,46,47,635,10
11628,Tarumirim,B-NOME_LOCAL,8195,48,57,635,10
11629,-,O,8195,58,59,635,10
11630,MG,B-NOME_LOCAL,8195,60,62,635,10
11631,A,O,8195,63,64,635,10
11632,cachaça,O,8195,65,72,635,10
11633,Lenda,B-NOME_BEBIDA,8195,73,78,635,10
11634,Mineira,I-NOME_BEBIDA,8195,79,86,635,10
11635,é,O,8195,87,88,635,10
11636,produzida,O,8195,89,98,635,10
11637,atesanalmente,O,8195,99,112,635,10
11638,no,O,8195,113,115,635,10
11639,município,O,8195,116,125,635,10
11640,de,O,8195,126,128,635,10
11641,Tarumirim,B-NOME_LOCAL,8195,129,138,635,10
11642,-,O,8195,139,140,635,10
11643,MG,B-NOME_LOCAL,8195,141,143,635,10
11644,",",O,8195,143,144,635,10
11645,no,O,8195,145,147,635,10
11646,Vale,B-NOME_LOCAL,8195,148,152,635,10
11647,do,I-NOME_LOCAL,8195,153,155,635,10
11648,Rio,I-NOME_LOCAL,8195,156,159,635,10
11649,Doce,I-NOME_LOCAL,8195,160,164,635,10
11650,",",O,8195,164,165,635,10
11651,há,O,8195,166,168,635,10
11652,mais,O,8195,169,173,635,10
11653,de,O,8195,174,176,635,10
11654,90,B-TEMPO,8195,177,179,635,10
11655,anos,I-TEMPO,8195,180,184,635,10
11656,",",O,8195,184,185,635,10
11657,com,O,8195,186,189,635,10
11658,a,O,8195,190,191,635,10
11659,mesma,O,8195,192,197,635,10
11660,receita,O,8195,198,205,635,10
11661,passada,O,8195,206,213,635,10
11662,de,O,8195,214,216,635,10
11663,geração,O,8195,217,224,635,10
11664,em,O,8195,225,227,635,10
11665,geração,O,8195,228,235,635,10
11666,.,O,8195,235,236,635,10
11667,Passou,O,8196,0,6,635,10
11668,a,O,8196,7,8,635,10
11669,ter,O,8196,9,12,635,10
11670,o,O,8196,13,14,635,10
11671,nome,O,8196,15,19,635,10
11672,Lenda,B-NOME_BEBIDA,8196,20,25,635,10
11673,Mineira,I-NOME_BEBIDA,8196,26,33,635,10
11674,",",O,8196,33,34,635,10
11675,a,O,8196,35,36,635,10
11676,partir,O,8196,37,43,635,10
11677,de,O,8196,44,46,635,10
11678,1997,B-TEMPO,8196,47,51,635,10
11679,.,O,8196,51,52,635,10
11680,É,O,8197,0,1,635,10
11681,produzida,O,8197,2,11,635,10
11682,em,O,8197,12,14,635,10
11683,alambiques,B-EQUIPAMENTO_DESTILACAO,8197,15,25,635,10
11684,de,I-EQUIPAMENTO_DESTILACAO,8197,26,28,635,10
11685,Cobre,I-EQUIPAMENTO_DESTILACAO,8197,29,34,635,10
11686,",",O,8197,34,35,635,10
11687,com,O,8197,36,39,635,10
11688,capelo,O,8197,40,46,635,10
11689,e,O,8197,47,48,635,10
11690,serpentina,O,8197,49,59,635,10
11691,de,O,8197,60,62,635,10
11692,Cobre,O,8197,63,68,635,10
11693,",",O,8197,68,69,635,10
11694,com,O,8197,70,73,635,10
11695,fogo,O,8197,74,78,635,10
11696,direto,O,8197,79,85,635,10
11697,sem,O,8197,86,89,635,10
11698,utilização,O,8197,90,100,635,10
11699,de,O,8197,101,103,635,10
11700,Lenha,O,8197,104,109,635,10
11701,",",O,8197,109,110,635,10
11702,apenas,O,8197,111,117,635,10
11703,a,O,8197,118,119,635,10
11704,sobra,O,8197,120,125,635,10
11705,do,O,8197,126,128,635,10
11706,Bagaço,O,8197,129,135,635,10
11707,.,O,8197,135,136,635,10
11708,É,O,8198,0,1,635,10
11709,envelhecida,O,8198,2,13,635,10
11710,em,O,8198,14,16,635,10
11711,barris,B-RECIPIENTE_ARMAZENAMENTO,8198,17,23,635,10
11712,de,O,8198,24,26,635,10
11713,Amburana,B-TIPO_MADEIRA,8198,27,35,635,10
11714,",",O,8198,35,36,635,10
11715,por,O,8198,37,40,635,10
11716,pelo,O,8198,41,45,635,10
11717,menos,O,8198,46,51,635,10
11718,2,B-TEMPO_ARMAZENAMENTO,8198,52,53,635,10
11719,anos,I-TEMPO_ARMAZENAMENTO,8198,54,58,635,10
11720,.,O,8198,58,59,635,10
11721,A,O,8199,0,1,635,10
11722,Lenda,B-NOME_BEBIDA,8199,2,7,635,10
11723,Mineira,I-NOME_BEBIDA,8199,8,15,635,10
11724,",",O,8199,15,16,635,10
11725,é,O,8199,17,18,635,10
11726,uma,O,8199,19,22,635,10
11727,Cachaça,O,8199,23,30,635,10
11728,muito,O,8199,31,36,635,10
11729,bem,O,8199,37,40,635,10
11730,avaliada,O,8199,41,49,635,10
11731,por,O,8199,50,53,635,10
11732,aqueles,O,8199,54,61,635,10
11733,que,O,8199,62,65,635,10
11734,a,O,8199,66,67,635,10
11735,tomam,O,8199,68,73,635,10
11736,",",O,8199,73,74,635,10
11737,é,O,8199,75,76,635,10
11738,sem,O,8199,77,80,635,10
11739,dúvida,O,8199,81,87,635,10
11740,nenhuma,O,8199,88,95,635,10
11741,uma,O,8199,96,99,635,10
11742,das,O,8199,100,103,635,10
11743,melhores,O,8199,104,112,635,10
11744,cahaças,O,8199,113,120,635,10
11745,das,O,8199,121,124,635,10
11746,Minas,B-NOME_LOCAL,8199,125,130,635,10
11747,Gerais,I-NOME_LOCAL,8199,131,137,635,10
11748,.,O,8199,137,138,635,10
11749,Modo,O,8200,0,4,635,10
11750,de,O,8200,5,7,635,10
11751,Produção,O,8200,8,16,635,10
11752,:,O,8200,16,17,635,10
11753,TRADICIONAL,O,8200,18,29,635,10
11754,LOCAL,O,8201,0,5,635,10
11755,DE,O,8201,6,8,635,10
11756,PRODUÇÃO,O,8201,9,17,635,10
11757,:,O,8201,17,18,635,10
11758,TARUMIRIM,B-NOME_LOCAL,8201,19,28,635,10
11759,-,O,8201,28,29,635,10
11760,MG,B-NOME_LOCAL,8201,29,31,635,10
11761,Barril,O,8202,0,6,635,10
11762,:,O,8202,6,7,635,10
11763,AMBURANA,B-TIPO_MADEIRA,8202,8,16,635,10
11764,Volume,O,8203,0,6,635,10
11765,:,O,8203,6,7,635,10
11766,375ML,B-VOLUME,8203,8,13,635,10
11767,Graduação,O,8204,0,9,635,10
11768,Alcóolica,O,8204,10,19,635,10
11769,:,O,8204,19,20,635,10
11770,45%,B-GRADUACAO_ALCOOLICA,8204,21,24,635,10
11771,NOME,O,8205,0,4,636,10
11772,DA,O,8205,5,7,636,10
11773,CACHAÇA,O,8205,8,15,636,10
11774,:,O,8205,15,16,636,10
11775,Cachaça,O,8205,17,24,636,10
11776,Malícia,B-NOME_BEBIDA,8205,25,32,636,10
11777,Mineira,I-NOME_BEBIDA,8205,33,40,636,10
11778,Ouro,B-CLASSIFICACAO_BEBIDA,8205,41,45,636,10
11779,Carvalho,B-TIPO_MADEIRA,8205,46,54,636,10
11780,670,B-VOLUME,8205,55,58,636,10
11781,ml,I-VOLUME,8205,59,61,636,10
11782,PREÇO,O,8206,0,5,636,10
11783,:,O,8206,5,6,636,10
11784,R$,B-PRECO,8206,7,9,636,10
11785,94,I-PRECO,8206,10,12,636,10
11786,",",I-PRECO,8206,12,13,636,10
11787,0,I-PRECO,8206,13,15,636,10
11788,DESCRIÇÃO,O,8207,0,9,636,10
11789,DA,O,8207,10,12,636,10
11790,CACHAÇA,O,8207,13,20,636,10
11791,:,O,8207,20,21,636,10
11792,Cachaça,O,8207,22,29,636,10
11793,Malícia,B-NOME_BEBIDA,8207,30,37,636,10
11794,Mineira,I-NOME_BEBIDA,8207,38,45,636,10
11795,Ouro,B-CLASSIFICACAO_BEBIDA,8207,46,50,636,10
11796,670ml,B-VOLUME,8207,51,56,636,10
11797,armazenada,O,8207,57,67,636,10
11798,por,O,8207,68,71,636,10
11799,2,B-TEMPO_ARMAZENAMENTO,8207,72,73,636,10
11800,anos,I-TEMPO_ARMAZENAMENTO,8207,74,78,636,10
11801,no,O,8207,79,81,636,10
11802,Carvalho,B-TIPO_MADEIRA,8207,82,90,636,10
11803,Francês,I-TIPO_MADEIRA,8207,91,98,636,10
11804,",",O,8207,98,99,636,10
11805,produzida,O,8207,100,109,636,10
11806,em,O,8207,110,112,636,10
11807,Tarumirim,B-NOME_LOCAL,8207,113,122,636,10
11808,-,O,8207,123,124,636,10
11809,MG,B-NOME_LOCAL,8207,125,127,636,10
11810,há,O,8207,128,130,636,10
11811,mais,O,8207,131,135,636,10
11812,de,O,8207,136,138,636,10
11813,90,B-TEMPO,8207,139,141,636,10
11814,anos,I-TEMPO,8207,142,146,636,10
11815,.,O,8207,146,147,636,10
11816,INFORMAÇÕES,O,8208,0,11,636,10
11817,DO,O,8208,12,14,636,10
11818,PRODUTO,O,8208,15,22,636,10
11819,:,O,8208,22,23,636,10
11820,A,O,8208,24,25,636,10
11821,cachaça,O,8208,26,33,636,10
11822,Malícia,B-NOME_BEBIDA,8208,34,41,636,10
11823,Mineira,I-NOME_BEBIDA,8208,42,49,636,10
11824,é,O,8208,50,51,636,10
11825,produzida,O,8208,52,61,636,10
11826,pela,O,8208,62,66,636,10
11827,agropecuária,B-NOME_ORGANIZACAO,8208,67,79,636,10
11828,Roda,I-NOME_ORGANIZACAO,8208,80,84,636,10
11829,d,I-NOME_ORGANIZACAO,8208,85,86,636,10
11830,',I-NOME_ORGANIZACAO,8208,86,87,636,10
11831,agua,I-NOME_ORGANIZACAO,8208,87,91,636,10
11832,",",O,8208,91,92,636,10
11833,o,O,8208,93,94,636,10
11834,mesmo,O,8208,95,100,636,10
11835,alambique,O,8208,101,110,636,10
11836,onde,O,8208,111,115,636,10
11837,é,O,8208,116,117,636,10
11838,produzida,O,8208,118,127,636,10
11839,a,O,8208,128,129,636,10
11840,Cachaça,O,8208,130,137,636,10
11841,Lenda,B-NOME_BEBIDA,8208,138,143,636,10
11842,Mineira,I-NOME_BEBIDA,8208,144,151,636,10
11843,.,O,8208,151,152,636,10
11844,Com,O,8209,0,3,636,10
11845,mais,O,8209,4,8,636,10
11846,de,O,8209,9,11,636,10
11847,90,B-TEMPO,8209,12,14,636,10
11848,anos,I-TEMPO,8209,15,19,636,10
11849,de,O,8209,20,22,636,10
11850,Tradição,O,8209,23,31,636,10
11851,",",O,8209,31,32,636,10
11852,o,O,8209,33,34,636,10
11853,Alambique,O,8209,35,44,636,10
11854,situado,O,8209,45,52,636,10
11855,em,O,8209,53,55,636,10
11856,Tarumirim,B-NOME_LOCAL,8209,56,65,636,10
11857,-,O,8209,66,67,636,10
11858,MG,B-NOME_LOCAL,8209,68,70,636,10
11859,",",O,8209,70,71,636,10
11860,produz,O,8209,72,78,636,10
11861,",",O,8209,78,79,636,10
11862,sem,O,8209,80,83,636,10
11863,dúvida,O,8209,84,90,636,10
11864,nenhuma,O,8209,91,98,636,10
11865,",",O,8209,98,99,636,10
11866,uma,O,8209,100,103,636,10
11867,das,O,8209,104,107,636,10
11868,melhores,O,8209,108,116,636,10
11869,cachaças,O,8209,117,125,636,10
11870,de,O,8209,126,128,636,10
11871,Minas,B-NOME_LOCAL,8209,129,134,636,10
11872,Gerais,I-NOME_LOCAL,8209,135,141,636,10
11873,.,O,8209,141,142,636,10
11874,Modo,O,8210,0,4,636,10
11875,de,O,8210,5,7,636,10
11876,Produção,O,8210,8,16,636,10
11877,:,O,8210,16,17,636,10
11878,CACHAÇA,O,8210,18,25,636,10
11879,ARTESANAL,O,8210,26,35,636,10
11880,LOCAL,O,8211,0,5,636,10
11881,DE,O,8211,6,8,636,10
11882,PRODUÇÃO,O,8211,9,17,636,10
11883,:,O,8211,17,18,636,10
11884,TARUMIRIM,B-NOME_LOCAL,8211,19,28,636,10
11885,-,O,8211,29,30,636,10
11886,MG,B-NOME_LOCAL,8211,31,33,636,10
11887,Barril,O,8212,0,6,636,10
11888,:,O,8212,6,7,636,10
11889,CARVALHO,B-TIPO_MADEIRA,8212,8,16,636,10
11890,EUROPEU,I-TIPO_MADEIRA,8212,17,24,636,10
11891,Volume,O,8213,0,6,636,10
11892,:,O,8213,6,7,636,10
11893,670,B-VOLUME,8213,8,11,636,10
11894,ML,I-VOLUME,8213,12,14,636,10
11895,Graduação,O,8214,0,9,636,10
11896,Alcóolica,O,8214,10,19,636,10
11897,:,O,8214,19,20,636,10
11898,45%,B-GRADUACAO_ALCOOLICA,8214,21,24,636,10
11899,NOME,O,8325,0,4,646,10
11900,DA,O,8325,5,7,646,10
11901,CACHAÇA,O,8325,8,15,646,10
11902,:,O,8325,15,16,646,10
11903,Cachaça,O,8325,17,24,646,10
11904,Melicana,B-NOME_BEBIDA,8325,25,33,646,10
11905,Amburana,B-TIPO_MADEIRA,8325,34,42,646,10
11906,700,B-VOLUME,8325,43,46,646,10
11907,ml,I-VOLUME,8325,47,49,646,10
11908,PREÇO,O,8326,0,5,646,10
11909,:,O,8326,5,6,646,10
11910,R$,B-PRECO,8326,7,9,646,10
11911,75,I-PRECO,8326,10,12,646,10
11912,",",I-PRECO,8326,12,13,646,10
11913,0,I-PRECO,8326,13,15,646,10
11914,DESCRIÇÃO,O,8327,0,9,646,10
11915,DA,O,8327,10,12,646,10
11916,CACHAÇA,O,8327,13,20,646,10
11917,:,O,8327,20,21,646,10
11918,Cachaça,O,8327,22,29,646,10
11919,Melicana,B-NOME_BEBIDA,8327,30,38,646,10
11920,Amburana,B-TIPO_MADEIRA,8327,39,47,646,10
11921,produzida,O,8327,48,57,646,10
11922,em,O,8327,58,60,646,10
11923,alambique,O,8327,61,70,646,10
11924,da,O,8327,71,73,646,10
11925,Cachaçaria,B-NOME_ORGANIZACAO,8327,74,84,646,10
11926,Melicana,I-NOME_ORGANIZACAO,8327,85,93,646,10
11927,de,O,8327,94,96,646,10
11928,Bom,B-NOME_LOCAL,8327,97,100,646,10
11929,Despacho,I-NOME_LOCAL,8327,101,109,646,10
11930,/,O,8327,109,110,646,10
11931,MG,B-NOME_LOCAL,8327,110,112,646,10
11932,.,O,8327,112,113,646,10
11933,É,O,8328,0,1,646,10
11934,uma,O,8328,2,5,646,10
11935,bebida,O,8328,6,12,646,10
11936,destilada,O,8328,13,22,646,10
11937,na,O,8328,23,25,646,10
11938,fermentação,O,8328,26,37,646,10
11939,da,O,8328,38,40,646,10
11940,cana,O,8328,41,45,646,10
11941,de,O,8328,46,48,646,10
11942,açúcar,O,8328,49,55,646,10
11943,",",O,8328,55,56,646,10
11944,armazenada,O,8328,57,67,646,10
11945,por,O,8328,68,71,646,10
11946,2,B-TEMPO_ARMAZENAMENTO,8328,72,74,646,10
11947,anos,I-TEMPO_ARMAZENAMENTO,8328,75,79,646,10
11948,",",O,8328,79,80,646,10
11949,em,O,8328,81,83,646,10
11950,tonéis,B-RECIPIENTE_ARMAZENAMENTO,8328,84,90,646,10
11951,de,O,8328,91,93,646,10
11952,amburana,B-TIPO_MADEIRA,8328,94,102,646,10
11953,e,O,8328,103,104,646,10
11954,castanheira,B-TIPO_MADEIRA,8328,105,116,646,10
11955,.,O,8328,116,117,646,10
11956,Volume,O,8329,0,6,646,10
11957,:,O,8329,6,7,646,10
11958,700,B-VOLUME,8329,8,11,646,10
11959,ml,I-VOLUME,8329,12,14,646,10
11960,Teor,O,8329,15,19,646,10
11961,Alcoólico,O,8329,20,29,646,10
11962,:,O,8329,29,30,646,10
11963,40%,B-GRADUACAO_ALCOOLICA,8329,31,34,646,10
11964,Vol,O,8329,35,38,646,10
11965,.,O,8329,38,39,646,10
11966,INFORMAÇÕES,O,8330,0,11,646,10
11967,DO,O,8330,12,14,646,10
11968,PRODUTO,O,8330,15,22,646,10
11969,:,O,8330,22,23,646,10
11970,Produzida,O,8330,24,33,646,10
11971,em,O,8330,34,36,646,10
11972,alambique,O,8330,37,46,646,10
11973,da,O,8330,47,49,646,10
11974,Cachaçaria,B-NOME_ORGANIZACAO,8330,50,60,646,10
11975,Melicana,I-NOME_ORGANIZACAO,8330,61,69,646,10
11976,",",O,8330,69,70,646,10
11977,localizada,O,8330,71,81,646,10
11978,na,O,8330,82,84,646,10
11979,cidade,O,8330,85,91,646,10
11980,de,O,8330,92,94,646,10
11981,Bom,B-NOME_LOCAL,8330,95,98,646,10
11982,Despacho,I-NOME_LOCAL,8330,99,107,646,10
11983,",",O,8330,107,108,646,10
11984,Minas,B-NOME_LOCAL,8330,109,114,646,10
11985,Gerais,I-NOME_LOCAL,8330,115,121,646,10
11986,",",O,8330,121,122,646,10
11987,a,O,8330,123,124,646,10
11988,cachaça,O,8330,125,132,646,10
11989,Melicana,B-NOME_BEBIDA,8330,133,141,646,10
11990,Amburana,B-TIPO_MADEIRA,8330,142,150,646,10
11991,é,O,8330,151,152,646,10
11992,uma,O,8330,153,156,646,10
11993,bebida,O,8330,157,163,646,10
11994,alcoólica,O,8330,164,173,646,10
11995,com,O,8330,174,177,646,10
11996,teor,O,8330,178,182,646,10
11997,de,O,8330,183,185,646,10
11998,graduação,O,8330,186,195,646,10
11999,alcóolica,O,8330,196,205,646,10
12000,de,O,8330,206,208,646,10
12001,40%,B-GRADUACAO_ALCOOLICA,8330,209,212,646,10
12002,",",O,8330,212,213,646,10
12003,envelhecida,O,8330,214,225,646,10
12004,por,O,8330,226,229,646,10
12005,2,B-TEMPO_ARMAZENAMENTO,8330,230,232,646,10
12006,anos,I-TEMPO_ARMAZENAMENTO,8330,233,237,646,10
12007,em,O,8330,238,240,646,10
12008,tonéis,B-RECIPIENTE_ARMAZENAMENTO,8330,241,247,646,10
12009,de,O,8330,248,250,646,10
12010,madeiras,O,8330,251,259,646,10
12011,amburana,B-TIPO_MADEIRA,8330,260,268,646,10
12012,e,O,8330,269,270,646,10
12013,castanheira,B-TIPO_MADEIRA,8330,271,282,646,10
12014,.,O,8330,282,283,646,10
12015,Possuindo,O,8331,0,9,646,10
12016,aromas,O,8331,10,16,646,10
12017,de,O,8331,17,19,646,10
12018,cravo,B-CARACTERISTICA_SENSORIAL_AROMA,8331,20,25,646,10
12019,e,O,8331,26,27,646,10
12020,baunilha,B-CARACTERISTICA_SENSORIAL_AROMA,8331,28,36,646,10
12021,",",O,8331,36,37,646,10
12022,com,O,8331,38,41,646,10
12023,notas,B-CARACTERISTICA_SENSORIAL_AROMA,8331,42,47,646,10
12024,de,I-CARACTERISTICA_SENSORIAL_AROMA,8331,48,50,646,10
12025,coco,I-CARACTERISTICA_SENSORIAL_AROMA,8331,51,55,646,10
12026,é,O,8331,56,57,646,10
12027,uma,O,8331,58,61,646,10
12028,ótima,O,8331,62,67,646,10
12029,dica,O,8331,68,72,646,10
12030,para,O,8331,73,77,646,10
12031,um,O,8331,78,80,646,10
12032,aperitivo,O,8331,81,90,646,10
12033,.,O,8331,90,91,646,10
12034,Modo,O,8332,0,4,646,10
12035,de,O,8332,5,7,646,10
12036,Produção,O,8332,8,16,646,10
12037,:,O,8332,16,17,646,10
12038,CACHAÇA,O,8332,18,25,646,10
12039,ARTESANAL,O,8332,26,35,646,10
12040,OU,O,8332,36,38,646,10
12041,DE,O,8332,39,41,646,10
12042,ALAMBIQUE,B-EQUIPAMENTO_DESTILACAO,8332,42,51,646,10
12043,LOCAL,O,8333,0,5,646,10
12044,DE,O,8333,6,8,646,10
12045,PRODUÇÃO,O,8333,9,17,646,10
12046,:,O,8333,17,18,646,10
12047,BOM,B-NOME_LOCAL,8333,19,22,646,10
12048,DESPACHO,I-NOME_LOCAL,8333,23,31,646,10
12049,/,O,8333,31,32,646,10
12050,MG,B-NOME_LOCAL,8333,32,34,646,10
12051,Barril,O,8334,0,6,646,10
12052,:,O,8334,6,7,646,10
12053,TONÉIS,B-RECIPIENTE_ARMAZENAMENTO,8334,8,14,646,10
12054,DE,O,8334,15,17,646,10
12055,AMBURANA,B-TIPO_MADEIRA,8334,18,26,646,10
12056,E,O,8334,27,28,646,10
12057,CASTANHEIRA,B-TIPO_MADEIRA,8334,29,40,646,10
12058,Volume,O,8335,0,6,646,10
12059,:,O,8335,6,7,646,10
12060,700,B-VOLUME,8335,8,11,646,10
12061,ML,I-VOLUME,8335,12,14,646,10
12062,Graduação,O,8336,0,9,646,10
12063,Alcóolica,O,8336,10,19,646,10
12064,:,O,8336,19,20,646,10
12065,40%,B-GRADUACAO_ALCOOLICA,8336,21,24,646,10
12066,VOL,O,8336,25,28,646,10
12067,.,O,8336,28,29,646,10
12068,NOME,O,8337,0,4,647,10
12069,DA,O,8337,5,7,647,10
12070,CACHAÇA,O,8337,8,15,647,10
12071,:,O,8337,15,16,647,10
12072,Cachaça,O,8337,17,24,647,10
12073,Castanheira,B-TIPO_MADEIRA,8337,25,36,647,10
12074,Amburana,B-TIPO_MADEIRA,8337,37,45,647,10
12075,Pura,B-NOME_BEBIDA,8337,46,50,647,10
12076,Arte,I-NOME_BEBIDA,8337,51,55,647,10
12077,700,B-VOLUME,8337,56,59,647,10
12078,ml,I-VOLUME,8337,60,62,647,10
12079,PREÇO,O,8338,0,5,647,10
12080,:,O,8338,5,6,647,10
12081,R$,B-PRECO,8338,7,9,647,10
12082,125,I-PRECO,8338,10,13,647,10
12083,",",I-PRECO,8338,13,14,647,10
12084,0,I-PRECO,8338,14,16,647,10
12085,DESCRIÇÃO,O,8339,0,9,647,10
12086,DA,O,8339,10,12,647,10
12087,CACHAÇA,O,8339,13,20,647,10
12088,:,O,8339,20,21,647,10
12089,Cachaça,O,8339,22,29,647,10
12090,Melicana,B-NOME_BEBIDA,8339,30,38,647,10
12091,Castanheira,B-TIPO_MADEIRA,8339,39,50,647,10
12092,Pura,B-NOME_BEBIDA,8339,51,55,647,10
12093,Arte,I-NOME_BEBIDA,8339,56,60,647,10
12094,é,O,8339,61,62,647,10
12095,produzida,O,8339,63,72,647,10
12096,em,O,8339,73,75,647,10
12097,alambique,O,8339,76,85,647,10
12098,da,O,8339,86,88,647,10
12099,Cachaçaria,B-NOME_ORGANIZACAO,8339,89,99,647,10
12100,Melicana,I-NOME_ORGANIZACAO,8339,100,108,647,10
12101,de,O,8339,109,111,647,10
12102,Bom,B-NOME_LOCAL,8339,112,115,647,10
